0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199
132, 146, 2, 167, 24, 184, 93, 5, 107, 5, 106, 133, 167, 195, 42, 181, 192, 26, 52, 106, 132, 141, 155, 46, 137, 184, 118, 18, 28, 195, 167, 106, 184, 144, 62, 144, 46, 92, 2, 70, 24, 41, 42, 192, 177, 106, 122, 141, 83, 133, 146, 141, 52, 113, 138, 161, 46, 137, 166, 106, 189, 197, 28, 41, 48, 31, 167, 166, 106, 180, 141, 37, 46, 83, 74, 106, 195, 162, 46, 2, 105, 159, 123, 62, 106, 85, 46, 19, 98, 177, 195, 92, 92, 41, 189, 93, 96, 62, 151, 189, 146, 28, 26, 62, 62, 122, 106, 167, 141, 132, 122, 26, 78, 65, 46, 133, 191, 141, 26, 85, 85, 144, 144, 166, 142, 42, 195, 46, 167, 85, 52, 68, 133, 4, 106, 65, 91, 106, 141, 18, 96, 141, 106, 163, 144, 106, 146, 24, 166, 85, 14, 106, 46, 53, 122, 96, 93, 166, 109, 74, 68, 26, 31, 93, 106, 167, 195, 106, 41, 132, 19, 184, 62, 160, 144, 146, 133, 144, 152, 68, 52, 181, 85, 41, 122, 167, 113, 146, 128, 159, 26, 52, 106, 15, 132, 195, 68, 189, 106, 105
40, 47, 56, 32, 7, 61, 56, 61, 57, 46, 47, 29, 57, 65, 13, 60, 65, 8, 16, 6, 22, 35, 29, 25, 19, 65, 32, 25, 9, 65, 57, 32, 61, 46, 58, 46, 14, 56, 17, 51, 51, 56, 13, 32, 69, 32, 61, 57, 47, 9, 47, 35, 46, 32, 70, 57, 37, 35, 56, 32, 35, 37, 9, 12, 32, 12, 57, 18, 32, 16, 61, 56, 25, 65, 22, 32, 65, 68, 25, 56, 72, 51, 56, 18, 32, 25, 25, 32, 72, 61, 65, 57, 57, 56, 61, 56, 29, 18, 57, 32, 47, 9, 8, 18, 69, 61, 32, 57, 35, 40, 46, 57, 25, 57, 14, 56, 25, 9, 8, 25, 25, 46, 46, 56, 45, 13, 56, 37, 57, 25, 16, 65, 40, 9, 32, 7, 57, 12, 67, 57, 29, 35, 45, 71, 46, 47, 47, 7, 56, 25, 13, 32, 37, 32, 46, 29, 8, 13, 40, 22, 32, 57, 56, 12, 32, 32, 65, 32, 12, 40, 32, 56, 24, 61, 46, 32, 57, 46, 37, 32, 59, 57, 25, 12, 46, 8, 32, 47, 57, 51, 8, 16, 65, 8, 40, 65, 32, 51, 32, 37
18, 21, 23, 15, 1, 28, 23, 28, 24, 20, 21, 24, 24, 15, 24, 27, 29, 2, 7, 15, 2, 16, 14, 23, 1, 29, 15, 13, 3, 29, 24, 23, 15, 20, 5, 20, 13, 23, 24, 24, 1, 23, 24, 15, 12, 15, 28, 24, 15, 3, 21, 16, 13, 15, 34, 24, 13, 15, 4, 15, 28, 28, 3, 4, 20, 4, 24, 5, 15, 7, 28, 23, 23, 29, 24, 15, 29, 27, 13, 23, 18, 23, 23, 20, 15, 13, 13, 15, 15, 28, 29, 24, 24, 23, 29, 23, 14, 20, 24, 29, 21, 3, 24, 20, 12, 28, 15, 24, 28, 18, 20, 24, 13, 1, 24, 14, 13, 22, 15, 13, 13, 20, 6, 4, 19, 5, 23, 13, 24, 13, 7, 29, 3, 24, 15, 4, 24, 15, 23, 24, 14, 16, 15, 2, 20, 29, 15, 1, 23, 13, 5, 15, 17, 15, 6, 14, 4, 5, 18, 11, 15, 24, 23, 23, 15, 24, 29, 15, 23, 18, 15, 24, 4, 15, 20, 29, 24, 20, 23, 15, 24, 27, 13, 23, 20, 24, 16, 21, 23, 23, 2, 7, 15, 24, 18, 29, 15, 1, 15, 15
14, 11, 19, 11, 0, 22, 19, 11, 20, 16, 11, 20, 19, 23, 20, 21, 23, 1, 6, 11, 7, 22, 10, 9, 0, 23, 11, 9, 2, 23, 19, 11, 11, 16, 4, 16, 5, 19, 20, 20, 0, 19, 20, 11, 3, 11, 16, 20, 11, 19, 11, 5, 6, 11, 24, 20, 9, 11, 19, 11, 22, 22, 18, 3, 16, 3, 20, 4, 11, 20, 22, 19, 9, 11, 20, 11, 23, 24, 9, 19, 1, 0, 19, 16, 11, 9, 9, 23, 24, 16, 23, 20, 20, 19, 22, 19, 10, 16, 20, 11, 11, 19, 20, 16, 3, 11, 11, 20, 22, 14, 16, 20, 9, 0, 20, 20, 9, 12, 11, 9, 9, 16, 16, 19, 21, 4, 19, 9, 20, 9, 6, 23, 20, 20, 11, 11, 20, 11, 19, 20, 10, 12, 11, 24, 16, 23, 17, 0, 19, 9, 4, 11, 19, 11, 16, 10, 19, 4, 14, 20, 11, 11, 19, 19, 11, 11, 23, 11, 19, 14, 11, 20, 3, 22, 16, 23, 20, 16, 22, 11, 20, 21, 9, 19, 16, 20, 11, 11, 19, 23, 1, 6, 11, 20, 14, 23, 11, 22, 11, 11
12, 10, 16, 10, 10, 19, 16, 16, 17, 13, 10, 17, 16, 20, 17, 18, 10, 1, 6, 10, 16, 5, 3, 8, 0, 20, 10, 8, 16, 20, 17, 16, 13, 13, 3, 13, 13, 16, 17, 17, 0, 16, 17, 10, 3, 10, 13, 17, 10, 16, 10, 13, 6, 10, 16, 17, 8, 10, 16, 10, 19, 19, 11, 3, 13, 16, 17, 4, 10, 17, 19, 16, 8, 10, 17, 10, 20, 1, 8, 16, 1, 20, 16, 13, 10, 8, 8, 20, 16, 13, 20, 17, 17, 16, 15, 16, 3, 13, 17, 20, 10, 16, 10, 13, 3, 13, 10, 17, 19, 12, 13, 17, 17, 0, 17, 17, 8, 3, 10, 8, 8, 13, 13, 16, 18, 17, 16, 8, 17, 8, 6, 10, 17, 17, 10, 0, 17, 10, 16, 17, 3, 3, 10, 1, 13, 10, 10, 19, 16, 8, 17, 10, 16, 10, 13, 3, 16, 4, 16, 17, 10, 10, 16, 16, 18, 10, 20, 16, 16, 12, 10, 16, 3, 21, 13, 20, 17, 13, 16, 10, 17, 18, 8, 16, 13, 17, 10, 10, 16, 16, 1, 6, 10, 17, 12, 10, 10, 20, 10, 13
10, 7, 12, 7, 15, 12, 12, 10, 13, 10, 7, 13, 12, 7, 13, 14, 16, 1, 5, 7, 12, 10, 2, 6, 0, 16, 7, 6, 12, 16, 13, 7, 7, 10, 2, 10, 10, 12, 13, 13, 0, 12, 13, 10, 2, 7, 10, 13, 7, 12, 7, 13, 5, 7, 12, 13, 6, 7, 12, 7, 12, 12, 2, 13, 10, 12, 13, 3, 7, 13, 15, 12, 6, 7, 13, 7, 7, 2, 6, 12, 1, 0, 12, 10, 7, 6, 6, 16, 12, 10, 16, 13, 13, 12, 16, 12, 2, 10, 13, 16, 7, 12, 7, 5, 2, 10, 7, 12, 15, 12, 10, 13, 10, 0, 13, 13, 6, 2, 7, 6, 6, 6, 10, 12, 14, 13, 12, 6, 13, 6, 6, 7, 13, 12, 7, 0, 13, 7, 12, 13, 1, 2, 14, 1, 6, 7, 7, 15, 12, 6, 13, 7, 10, 7, 10, 2, 12, 13, 12, 13, 7, 13, 12, 12, 14, 7, 16, 12, 13, 9, 7, 13, 2, 5, 10, 16, 13, 10, 10, 7, 13, 14, 6, 12, 10, 13, 7, 7, 12, 12, 1, 5, 12, 13, 12, 16, 7, 16, 7, 10
9, 6, 9, 6, 12, 8, 10, 8, 10, 8, 6, 9, 9, 13, 10, 11, 9, 1, 4, 6, 1, 8, 2, 6, 8, 13, 6, 4, 9, 13, 10, 6, 8, 8, 2, 8, 8, 9, 10, 10, 13, 9, 10, 6, 2, 6, 8, 10, 6, 9, 6, 2, 6, 6, 9, 10, 6, 6, 9, 6, 8, 8, 2, 1, 8, 9, 10, 10, 6, 4, 8, 9, 6, 6, 10, 6, 13, 1, 6, 9, 1, 9, 2, 8, 6, 6, 6, 13, 9, 8, 13, 10, 10, 9, 8, 9, 2, 8, 10, 13, 6, 10, 6, 4, 2, 8, 6, 10, 12, 9, 8, 10, 10, 13, 10, 10, 6, 12, 10, 6, 6, 8, 8, 9, 11, 10, 9, 6, 10, 6, 4, 6, 10, 10, 6, 13, 10, 6, 9, 10, 2, 2, 6, 1, 8, 6, 6, 12, 9, 6, 10, 6, 8, 6, 8, 2, 9, 10, 9, 10, 6, 10, 9, 9, 11, 6, 13, 6, 9, 10, 6, 2, 2, 8, 8, 13, 10, 8, 8, 6, 10, 11, 10, 9, 8, 9, 6, 6, 10, 13, 1, 4, 6, 10, 9, 13, 6, 13, 6, 8
0, 3, 5, 3, 4, 4, 5, 4, 6, 4, 3, 5, 5, 9, 6, 7, 9, 0, 3, 3, 0, 4, 5, 4, 9, 9, 3, 4, 5, 9, 6, 3, 4, 4, 6, 4, 4, 5, 6, 6, 4, 6, 6, 3, 1, 3, 4, 6, 3, 5, 3, 6, 3, 3, 5, 6, 4, 3, 5, 3, 4, 4, 1, 6, 4, 5, 6, 6, 3, 6, 4, 5, 4, 3, 6, 3, 9, 5, 4, 6, 0, 9, 5, 4, 7, 4, 4, 9, 5, 4, 9, 6, 6, 5, 4, 5, 1, 4, 6, 9, 3, 6, 6, 4, 1, 4, 3, 6, 4, 5, 4, 6, 6, 5, 6, 6, 4, 1, 6, 4, 4, 4, 4, 5, 7, 6, 5, 4, 6, 4, 3, 9, 6, 5, 3, 9, 6, 3, 5, 6, 1, 1, 3, 5, 4, 3, 3, 4, 5, 6, 6, 3, 4, 3, 4, 1, 5, 6, 5, 6, 3, 6, 5, 5, 7, 3, 9, 3, 6, 5, 3, 6, 1, 4, 4, 3, 6, 4, 4, 3, 6, 7, 4, 5, 4, 6, 3, 3, 5, 9, 0, 3, 9, 6, 5, 9, 3, 9, 9, 4
4, 2, 4, 2, 3, 3, 4, 2, 5, 2, 2, 4, 4, 2, 5, 6, 7, 0, 2, 2, 0, 2, 4, 3, 7, 3, 2, 2, 4, 7, 5, 2, 2, 2, 5, 2, 2, 4, 4, 4, 7, 5, 5, 2, 1, 2, 2, 5, 2, 4, 2, 1, 2, 2, 4, 5, 3, 2, 4, 2, 3, 3, 5, 4, 2, 7, 5, 5, 2, 5, 3, 4, 3, 2, 5, 2, 7, 4, 3, 4, 0, 7, 4, 2, 6, 3, 3, 7, 4, 3, 7, 5, 5, 4, 3, 4, 1, 2, 5, 7, 2, 5, 5, 2, 5, 2, 2, 4, 3, 1, 2, 5, 5, 7, 5, 5, 3, 5, 5, 3, 3, 2, 2, 4, 6, 5, 4, 3, 5, 2, 2, 7, 5, 4, 2, 7, 5, 2, 4, 5, 1, 5, 6, 4, 2, 2, 2, 3, 4, 5, 5, 2, 3, 2, 2, 4, 4, 5, 4, 4, 2, 5, 4, 4, 6, 2, 7, 2, 5, 4, 2, 5, 1, 2, 2, 2, 5, 2, 2, 2, 5, 6, 5, 4, 2, 5, 2, 2, 4, 7, 0, 2, 2, 5, 4, 2, 2, 3, 2, 2
4, 2, 4, 2, 3, 2, 5, 3, 5, 2, 2, 4, 4, 7, 5, 6, 7, 4, 2, 2, 4, 2, 4, 2, 7, 7, 2, 3, 4, 7, 5, 2, 2, 2, 5, 2, 2, 4, 5, 5, 7, 5, 5, 2, 5, 6, 2, 5, 2, 5, 2, 5, 2, 2, 4, 5, 3, 2, 4, 2, 3, 3, 5, 5, 2, 4, 5, 5, 2, 5, 3, 4, 3, 2, 5, 2, 7, 4, 3, 4, 7, 7, 5, 2, 6, 3, 3, 2, 4, 2, 7, 5, 5, 4, 3, 4, 1, 2, 5, 7, 2, 5, 5, 2, 5, 3, 2, 4, 2, 4, 2, 5, 5, 7, 5, 5, 3, 5, 2, 3, 3, 3, 2, 4, 6, 5, 4, 3, 5, 2, 2, 2, 5, 4, 2, 7, 5, 2, 4, 5, 5, 5, 6, 4, 2, 2, 2, 3, 4, 5, 5, 2, 2, 2, 2, 4, 4, 5, 4, 5, 2, 5, 5, 4, 6, 6, 2, 2, 5, 4, 2, 5, 5, 2, 2, 2, 5, 2, 2, 2, 5, 6, 5, 4, 2, 4, 2, 2, 4, 7, 4, 2, 2, 5, 4, 2, 2, 7, 2, 2
