0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199
109, 50, 131, 165, 133, 105, 163, 105, 15, 184, 50, 194, 30, 131, 42, 181, 195, 190, 130, 87, 8, 108, 22, 27, 135, 195, 161, 27, 101, 195, 27, 153, 89, 78, 67, 184, 46, 92, 25, 39, 189, 93, 182, 134, 172, 106, 184, 29, 135, 133, 50, 46, 119, 153, 89, 106, 184, 31, 163, 87, 108, 184, 34, 31, 50, 153, 27, 92, 106, 69, 133, 92, 23, 29, 20, 106, 131, 79, 27, 22, 118, 39, 130, 78, 106, 27, 119, 131, 54, 184, 131, 92, 92, 163, 89, 168, 109, 27, 165, 195, 187, 159, 161, 78, 172, 153, 106, 93, 108, 194, 174, 161, 27, 39, 42, 133, 42, 133, 161, 119, 27, 27, 184, 131, 106, 97, 131, 23, 165, 85, 119, 87, 194, 133, 142, 135, 78, 31, 108, 42, 82, 108, 106, 163, 121, 195, 50, 133, 146, 27, 97, 165, 184, 153, 184, 22, 163, 97, 194, 194, 153, 106, 53, 163, 106, 165, 131, 151, 106, 109, 87, 92, 172, 184, 174, 195, 194, 174, 108, 153, 69, 181, 27, 128, 184, 168, 135, 187, 92, 197, 190, 119, 87, 15, 194, 131, 45, 197, 87, 46
63, 15, 3, 48, 40, 62, 60, 46, 1, 56, 15, 60, 23, 39, 12, 54, 61, 1, 35, 24, 45, 32, 60, 6, 9, 39, 48, 6, 40, 61, 6, 46, 46, 56, 26, 56, 56, 26, 39, 60, 24, 1, 12, 57, 52, 31, 56, 14, 61, 40, 15, 26, 35, 45, 14, 31, 56, 48, 3, 24, 30, 56, 18, 9, 15, 24, 6, 26, 31, 35, 40, 26, 12, 61, 60, 31, 24, 60, 6, 3, 59, 11, 39, 20, 31, 6, 6, 24, 14, 56, 39, 20, 26, 49, 11, 49, 60, 20, 1, 61, 57, 40, 1, 20, 52, 24, 31, 1, 56, 60, 6, 1, 6, 24, 12, 60, 12, 15, 1, 35, 6, 6, 56, 39, 31, 12, 33, 56, 1, 6, 35, 24, 60, 40, 31, 24, 20, 45, 14, 12, 60, 14, 31, 60, 20, 61, 15, 52, 60, 6, 12, 50, 56, 46, 56, 60, 49, 26, 60, 60, 46, 1, 24, 49, 31, 50, 39, 46, 1, 60, 24, 20, 52, 30, 53, 39, 60, 20, 56, 46, 35, 54, 6, 1, 56, 1, 24, 61, 25, 24, 59, 35, 24, 1, 33, 39, 31, 11, 24, 56
21, 33, 1, 13, 11, 20, 24, 20, 13, 29, 33, 32, 13, 19, 5, 28, 33, 13, 18, 11, 13, 11, 32, 29, 21, 19, 15, 2, 20, 4, 2, 11, 11, 9, 13, 29, 29, 13, 32, 32, 4, 13, 18, 30, 26, 15, 29, 13, 33, 20, 33, 11, 18, 22, 6, 13, 29, 22, 1, 11, 20, 11, 7, 13, 33, 11, 2, 13, 15, 18, 20, 13, 5, 33, 32, 15, 19, 32, 2, 1, 31, 4, 32, 9, 15, 2, 2, 11, 13, 29, 19, 9, 5, 24, 4, 24, 32, 9, 13, 33, 30, 20, 13, 9, 26, 34, 15, 13, 13, 32, 9, 13, 2, 4, 5, 32, 2, 7, 13, 18, 2, 9, 29, 32, 15, 5, 32, 29, 13, 2, 18, 11, 32, 13, 15, 11, 9, 22, 13, 5, 32, 20, 15, 32, 9, 19, 30, 4, 32, 2, 5, 22, 29, 22, 29, 32, 13, 5, 35, 32, 22, 13, 11, 24, 15, 23, 19, 22, 15, 32, 11, 9, 26, 11, 9, 19, 32, 9, 11, 22, 18, 28, 2, 13, 9, 13, 4, 30, 13, 33, 13, 18, 11, 13, 32, 19, 15, 4, 11, 14
2, 24, 23, 10, 13, 13, 17, 13, 8, 20, 24, 23, 8, 12, 3, 19, 23, 8, 11, 7, 8, 7, 23, 20, 2, 12, 10, 1, 8, 2, 1, 15, 13, 6, 5, 20, 20, 8, 23, 23, 2, 8, 11, 12, 18, 10, 20, 8, 24, 8, 24, 3, 1, 15, 8, 8, 20, 15, 0, 7, 13, 7, 5, 8, 24, 7, 1, 8, 10, 11, 13, 8, 20, 24, 23, 10, 12, 23, 1, 0, 8, 2, 23, 6, 10, 1, 1, 7, 8, 13, 12, 3, 3, 23, 13, 17, 23, 6, 8, 2, 12, 13, 8, 6, 18, 13, 10, 8, 13, 23, 6, 8, 1, 2, 3, 23, 1, 5, 8, 11, 1, 6, 20, 23, 10, 3, 23, 20, 8, 1, 11, 7, 23, 8, 10, 2, 3, 15, 8, 3, 23, 8, 10, 23, 6, 12, 12, 2, 23, 3, 3, 10, 20, 15, 20, 23, 17, 3, 23, 23, 15, 8, 15, 17, 10, 10, 12, 15, 8, 23, 7, 3, 18, 7, 6, 12, 23, 6, 7, 15, 11, 19, 1, 8, 6, 8, 7, 12, 8, 12, 8, 11, 7, 10, 23, 12, 10, 2, 7, 24
2, 18, 17, 8, 11, 11, 17, 11, 7, 16, 18, 17, 7, 10, 3, 15, 10, 7, 9, 6, 7, 11, 17, 16, 10, 10, 8, 1, 7, 10, 1, 6, 11, 5, 7, 16, 16, 7, 17, 17, 10, 7, 9, 10, 14, 8, 16, 7, 10, 7, 18, 3, 1, 12, 7, 7, 16, 8, 7, 6, 11, 6, 4, 7, 18, 6, 1, 7, 8, 9, 11, 7, 16, 18, 17, 8, 10, 17, 1, 7, 7, 2, 17, 5, 8, 1, 1, 6, 7, 11, 10, 3, 3, 13, 11, 13, 17, 5, 7, 17, 10, 7, 7, 5, 14, 11, 8, 7, 11, 17, 5, 7, 1, 10, 3, 17, 1, 4, 7, 9, 1, 5, 16, 17, 8, 3, 17, 16, 7, 1, 9, 6, 17, 7, 8, 2, 3, 12, 7, 3, 17, 11, 8, 17, 5, 10, 10, 11, 17, 3, 3, 8, 16, 8, 16, 17, 7, 3, 17, 17, 12, 8, 12, 13, 8, 8, 10, 7, 7, 17, 6, 3, 14, 6, 5, 10, 17, 5, 11, 12, 9, 15, 1, 13, 16, 7, 12, 10, 7, 10, 7, 9, 6, 7, 17, 10, 8, 10, 6, 16
16, 17, 16, 7, 10, 10, 16, 10, 6, 15, 17, 16, 16, 9, 16, 14, 9, 6, 8, 5, 6, 10, 16, 4, 9, 9, 7, 0, 6, 9, 16, 5, 10, 4, 6, 15, 15, 16, 16, 16, 9, 6, 8, 9, 13, 7, 15, 6, 9, 6, 17, 16, 0, 6, 6, 6, 15, 7, 16, 5, 10, 10, 3, 6, 6, 5, 0, 6, 7, 8, 10, 6, 15, 9, 16, 7, 9, 16, 0, 6, 6, 9, 16, 4, 7, 0, 0, 5, 6, 15, 9, 16, 16, 12, 10, 12, 16, 4, 6, 9, 9, 6, 6, 4, 13, 10, 7, 6, 10, 16, 4, 7, 0, 9, 16, 10, 0, 3, 6, 8, 0, 4, 15, 16, 7, 16, 16, 15, 6, 0, 8, 5, 16, 6, 7, 9, 16, 5, 6, 16, 16, 6, 7, 16, 4, 9, 9, 10, 16, 16, 16, 7, 15, 7, 15, 16, 6, 16, 16, 16, 11, 7, 11, 12, 7, 7, 9, 7, 6, 16, 5, 16, 13, 10, 4, 9, 16, 4, 10, 7, 8, 14, 0, 12, 15, 6, 1, 9, 6, 9, 6, 8, 5, 6, 1, 9, 7, 9, 5, 9
15, 16, 15, 6, 8, 9, 15, 9, 5, 14, 16, 15, 15, 8, 15, 13, 8, 5, 7, 4, 5, 8, 15, 9, 8, 8, 6, 9, 5, 8, 15, 4, 9, 3, 5, 14, 14, 15, 15, 15, 8, 5, 7, 8, 15, 6, 14, 5, 8, 5, 16, 15, 9, 5, 5, 5, 14, 6, 15, 4, 9, 9, 2, 5, 9, 4, 9, 5, 6, 7, 9, 5, 9, 8, 15, 6, 8, 15, 9, 5, 5, 8, 15, 3, 6, 9, 9, 4, 5, 9, 8, 15, 15, 11, 9, 11, 15, 3, 5, 8, 8, 5, 5, 3, 12, 9, 6, 5, 9, 15, 3, 5, 9, 8, 15, 2, 9, 2, 5, 7, 9, 3, 14, 15, 6, 15, 15, 14, 5, 9, 7, 4, 15, 5, 6, 8, 15, 4, 5, 15, 15, 5, 6, 15, 3, 8, 8, 9, 15, 15, 15, 6, 14, 6, 14, 15, 5, 15, 15, 15, 4, 6, 4, 11, 6, 6, 8, 4, 5, 15, 4, 15, 12, 9, 3, 8, 15, 3, 9, 1, 7, 13, 9, 11, 14, 5, 4, 8, 5, 8, 5, 7, 4, 5, 15, 8, 6, 8, 4, 9
4, 14, 4, 5, 8, 8, 4, 8, 4, 8, 14, 4, 13, 7, 13, 11, 7, 4, 6, 3, 4, 8, 4, 8, 7, 7, 5, 8, 4, 7, 13, 3, 8, 2, 4, 12, 12, 13, 4, 4, 7, 4, 6, 9, 4, 5, 12, 8, 7, 4, 14, 13, 8, 3, 4, 4, 12, 5, 4, 3, 8, 8, 1, 4, 8, 3, 8, 4, 5, 6, 8, 4, 8, 7, 4, 5, 7, 4, 8, 4, 4, 4, 4, 2, 5, 8, 8, 3, 4, 8, 7, 13, 13, 9, 8, 9, 4, 2, 4, 7, 7, 4, 4, 2, 4, 8, 5, 4, 8, 4, 2, 4, 8, 4, 13, 7, 8, 1, 5, 8, 8, 2, 12, 4, 5, 13, 4, 12, 4, 8, 6, 3, 4, 4, 5, 7, 13, 3, 4, 13, 4, 4, 5, 4, 2, 7, 7, 8, 4, 13, 13, 5, 8, 4, 12, 4, 4, 13, 4, 4, 3, 5, 3, 9, 5, 5, 7, 4, 4, 4, 3, 13, 4, 8, 2, 7, 4, 2, 8, 3, 6, 11, 8, 9, 12, 4, 3, 7, 4, 7, 4, 6, 3, 4, 4, 7, 5, 8, 3, 8
3, 12, 3, 4, 7, 7, 3, 7, 3, 7, 12, 3, 11, 6, 11, 9, 6, 3, 5, 2, 3, 7, 3, 4, 6, 6, 4, 4, 3, 6, 11, 2, 7, 1, 3, 1, 10, 11, 3, 3, 6, 3, 5, 6, 3, 4, 10, 3, 6, 3, 12, 11, 4, 3, 3, 3, 10, 4, 3, 2, 7, 7, 0, 3, 7, 2, 4, 11, 4, 5, 7, 3, 10, 7, 3, 4, 6, 3, 4, 3, 3, 4, 3, 1, 4, 4, 4, 2, 3, 7, 6, 11, 11, 3, 7, 8, 3, 1, 3, 6, 6, 3, 4, 1, 3, 7, 4, 3, 7, 3, 1, 3, 4, 6, 11, 3, 4, 0, 4, 5, 4, 1, 1, 3, 4, 11, 3, 10, 3, 4, 4, 2, 3, 3, 4, 3, 11, 3, 3, 11, 3, 3, 4, 3, 1, 6, 6, 7, 3, 11, 11, 4, 7, 4, 10, 3, 3, 11, 3, 3, 2, 4, 2, 8, 4, 4, 6, 2, 3, 3, 2, 11, 3, 7, 1, 6, 3, 1, 7, 2, 5, 9, 4, 8, 7, 3, 2, 6, 3, 6, 3, 5, 2, 3, 3, 6, 4, 6, 2, 7
6, 12, 3, 4, 7, 7, 3, 7, 3, 7, 12, 3, 11, 6, 11, 9, 6, 3, 7, 2, 3, 7, 3, 7, 6, 6, 4, 7, 3, 6, 11, 2, 7, 7, 3, 10, 7, 11, 3, 3, 6, 3, 5, 6, 3, 4, 10, 3, 12, 3, 12, 11, 7, 2, 3, 3, 7, 4, 3, 2, 3, 7, 0, 3, 7, 2, 7, 3, 4, 5, 7, 3, 10, 6, 3, 4, 6, 3, 7, 3, 3, 6, 3, 7, 4, 7, 7, 2, 3, 7, 6, 11, 11, 3, 7, 8, 3, 7, 3, 6, 6, 3, 3, 7, 3, 7, 4, 3, 7, 3, 7, 3, 7, 6, 11, 3, 7, 0, 4, 5, 7, 7, 7, 3, 4, 11, 3, 10, 3, 7, 7, 2, 3, 3, 4, 6, 11, 2, 3, 11, 3, 3, 4, 3, 7, 6, 12, 7, 3, 11, 11, 4, 7, 4, 7, 3, 3, 11, 3, 3, 2, 4, 2, 8, 4, 4, 6, 2, 3, 3, 2, 11, 3, 7, 7, 6, 3, 7, 7, 4, 5, 9, 7, 8, 7, 3, 2, 6, 3, 6, 3, 5, 2, 3, 3, 6, 4, 6, 2, 7
5, 11, 2, 3, 6, 6, 2, 6, 2, 6, 11, 2, 10, 5, 10, 8, 5, 2, 6, 1, 2, 6, 2, 6, 5, 5, 3, 6, 2, 5, 10, 1, 6, 6, 2, 6, 6, 10, 2, 2, 5, 7, 4, 5, 2, 3, 6, 2, 5, 2, 11, 10, 6, 2, 2, 2, 6, 3, 2, 1, 6, 6, 0, 2, 6, 1, 10, 2, 3, 4, 6, 2, 6, 5, 2, 3, 5, 2, 6, 2, 2, 5, 2, 6, 3, 6, 6, 1, 2, 6, 5, 10, 10, 7, 6, 7, 2, 6, 2, 5, 5, 2, 2, 6, 2, 6, 3, 2, 6, 2, 6, 2, 10, 5, 10, 2, 6, 0, 3, 4, 6, 6, 6, 2, 3, 10, 2, 9, 2, 6, 6, 1, 2, 2, 3, 5, 10, 1, 2, 10, 2, 2, 3, 2, 6, 5, 5, 6, 2, 10, 10, 3, 6, 3, 9, 2, 2, 10, 2, 2, 1, 3, 1, 7, 3, 3, 5, 1, 2, 5, 1, 10, 2, 6, 6, 5, 2, 6, 6, 1, 4, 8, 6, 7, 6, 7, 1, 5, 2, 5, 2, 4, 1, 2, 5, 5, 3, 5, 1, 6
2, 11, 2, 5, 6, 6, 2, 6, 2, 6, 11, 2, 10, 5, 10, 8, 5, 2, 6, 1, 2, 6, 2, 6, 5, 5, 5, 6, 2, 5, 10, 1, 6, 6, 2, 6, 6, 10, 2, 2, 5, 7, 4, 5, 2, 5, 6, 2, 5, 2, 11, 10, 6, 1, 2, 2, 6, 5, 2, 1, 2, 6, 4, 2, 6, 1, 10, 2, 5, 4, 6, 2, 6, 5, 2, 5, 5, 2, 6, 2, 2, 2, 2, 6, 5, 6, 6, 1, 2, 6, 5, 10, 10, 7, 6, 7, 2, 6, 2, 5, 5, 2, 2, 10, 2, 6, 5, 2, 6, 2, 6, 2, 6, 2, 10, 2, 6, 2, 2, 4, 6, 6, 6, 2, 5, 10, 2, 6, 2, 6, 6, 1, 2, 2, 5, 5, 10, 1, 2, 10, 2, 2, 5, 2, 6, 5, 11, 6, 2, 10, 10, 5, 6, 5, 6, 2, 7, 10, 2, 2, 1, 5, 1, 7, 5, 5, 5, 2, 2, 2, 1, 10, 2, 6, 6, 5, 2, 6, 6, 1, 4, 8, 6, 7, 6, 2, 1, 5, 2, 5, 2, 4, 1, 2, 2, 5, 5, 5, 1, 6
1, 8, 1, 3, 4, 4, 1, 4, 1, 4, 8, 1, 7, 3, 7, 6, 3, 1, 4, 0, 1, 4, 1, 4, 3, 3, 3, 4, 7, 3, 7, 0, 4, 4, 7, 4, 4, 7, 1, 1, 3, 1, 2, 3, 1, 3, 4, 7, 3, 7, 8, 7, 4, 0, 7, 1, 4, 3, 1, 0, 4, 4, 7, 1, 4, 0, 7, 7, 3, 2, 4, 7, 4, 3, 1, 3, 3, 1, 4, 1, 1, 1, 1, 4, 3, 4, 4, 3, 7, 4, 3, 7, 7, 1, 4, 5, 1, 4, 1, 3, 3, 7, 3, 4, 1, 4, 3, 1, 4, 1, 4, 1, 4, 1, 7, 1, 4, 7, 3, 2, 4, 4, 4, 1, 3, 7, 1, 4, 1, 4, 4, 3, 1, 7, 3, 3, 7, 0, 7, 7, 1, 7, 3, 1, 4, 3, 3, 4, 1, 7, 7, 3, 4, 3, 4, 1, 1, 7, 1, 1, 0, 1, 1, 1, 3, 3, 3, 0, 1, 1, 0, 7, 1, 4, 4, 3, 1, 4, 4, 0, 2, 6, 4, 1, 4, 1, 0, 3, 7, 3, 1, 2, 0, 1, 1, 3, 3, 3, 0, 4
1, 8, 1, 3, 4, 4, 1, 4, 1, 4, 8, 1, 7, 3, 7, 6, 3, 1, 4, 0, 1, 4, 1, 4, 3, 3, 3, 4, 7, 3, 7, 0, 4, 4, 7, 4, 4, 7, 1, 1, 3, 1, 2, 3, 1, 3, 4, 7, 3, 7, 8, 7, 4, 0, 7, 1, 4, 3, 1, 0, 4, 4, 7, 1, 4, 1, 7, 7, 3, 2, 4, 7, 4, 4, 1, 3, 3, 1, 4, 1, 1, 1, 1, 4, 3, 4, 4, 0, 7, 4, 3, 7, 7, 1, 4, 1, 1, 4, 1, 3, 3, 7, 1, 4, 1, 4, 3, 1, 4, 1, 4, 3, 4, 1, 7, 7, 4, 7, 3, 2, 4, 4, 4, 1, 3, 7, 1, 4, 1, 4, 4, 0, 1, 7, 3, 3, 7, 0, 4, 7, 1, 7, 3, 1, 4, 3, 8, 4, 1, 7, 7, 3, 4, 3, 4, 1, 1, 7, 1, 1, 0, 3, 1, 1, 3, 3, 3, 0, 1, 1, 0, 7, 1, 4, 4, 3, 1, 4, 4, 0, 2, 6, 4, 1, 4, 1, 0, 3, 7, 3, 1, 2, 0, 1, 1, 3, 3, 3, 0, 4
1, 7, 1, 3, 4, 4, 1, 4, 1, 4, 7, 1, 6, 3, 6, 3, 3, 1, 4, 0, 1, 4, 1, 4, 3, 3, 3, 4, 6, 3, 6, 0, 4, 4, 6, 4, 4, 6, 1, 1, 3, 1, 2, 3, 1, 3, 4, 6, 3, 6, 7, 6, 4, 0, 6, 1, 4, 3, 1, 0, 4, 4, 6, 1, 4, 1, 4, 6, 3, 2, 4, 6, 4, 1, 1, 3, 3, 1, 4, 1, 1, 1, 1, 4, 3, 4, 4, 0, 6, 4, 3, 6, 6, 1, 4, 1, 1, 6, 1, 3, 3, 6, 1, 4, 1, 4, 3, 1, 4, 1, 4, 1, 4, 1, 6, 6, 4, 6, 3, 2, 4, 4, 4, 1, 3, 6, 1, 4, 1, 4, 4, 0, 1, 6, 0, 3, 6, 0, 4, 6, 1, 6, 3, 1, 4, 3, 7, 4, 1, 6, 6, 3, 4, 3, 4, 1, 1, 6, 1, 1, 0, 3, 1, 1, 3, 3, 3, 1, 1, 1, 0, 6, 1, 4, 6, 3, 1, 4, 4, 0, 2, 3, 4, 1, 4, 1, 0, 3, 6, 3, 1, 2, 0, 1, 1, 3, 3, 3, 0, 4
1, 6, 1, 3, 4, 4, 1, 4, 1, 4, 6, 1, 5, 3, 5, 3, 3, 1, 4, 0, 1, 4, 1, 4, 3, 3, 3, 4, 5, 3, 5, 0, 5, 4, 5, 4, 4, 5, 1, 1, 3, 1, 5, 3, 1, 3, 4, 5, 3, 5, 6, 5, 4, 0, 5, 1, 4, 3, 1, 0, 4, 4, 5, 1, 4, 0, 4, 5, 3, 5, 4, 5, 4, 4, 1, 3, 3, 1, 4, 1, 1, 1, 1, 4, 3, 4, 4, 0, 5, 5, 3, 5, 5, 1, 4, 1, 1, 5, 1, 3, 3, 5, 1, 4, 1, 4, 3, 1, 4, 1, 4, 1, 4, 1, 5, 5, 4, 5, 3, 5, 4, 4, 4, 1, 3, 5, 1, 4, 1, 4, 4, 0, 1, 5, 3, 3, 5, 0, 5, 5, 1, 5, 3, 1, 4, 3, 6, 4, 1, 5, 5, 3, 4, 0, 4, 1, 1, 5, 1, 1, 0, 3, 0, 1, 3, 3, 3, 0, 1, 1, 0, 5, 1, 4, 4, 3, 1, 4, 4, 0, 5, 3, 4, 1, 4, 1, 0, 3, 5, 3, 1, 5, 0, 1, 1, 3, 3, 3, 0, 4
1, 5, 1, 2, 3, 3, 1, 3, 1, 3, 5, 1, 4, 2, 4, 2, 2, 1, 4, 0, 1, 3, 1, 3, 2, 2, 2, 3, 4, 2, 4, 0, 3, 3, 4, 3, 3, 4, 1, 1, 2, 1, 4, 2, 5, 2, 3, 4, 2, 4, 5, 4, 3, 0, 4, 1, 3, 0, 1, 0, 3, 3, 4, 1, 3, 0, 3, 4, 2, 4, 3, 4, 3, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 3, 2, 3, 3, 0, 4, 3, 2, 4, 4, 1, 3, 1, 1, 4, 1, 2, 2, 4, 1, 3, 1, 3, 2, 1, 3, 1, 3, 1, 3, 1, 4, 4, 3, 4, 1, 4, 3, 3, 3, 1, 2, 4, 1, 3, 1, 3, 3, 0, 1, 4, 1, 2, 4, 0, 4, 4, 1, 4, 2, 1, 3, 2, 2, 3, 1, 4, 4, 2, 3, 0, 3, 1, 1, 4, 1, 1, 0, 2, 1, 1, 2, 2, 2, 1, 1, 1, 0, 4, 1, 3, 4, 2, 1, 3, 3, 0, 4, 2, 3, 1, 3, 1, 0, 2, 4, 2, 1, 4, 0, 1, 1, 2, 0, 2, 0, 3
1, 3, 1, 2, 3, 3, 1, 3, 1, 3, 3, 1, 4, 2, 4, 2, 2, 1, 4, 0, 1, 3, 1, 3, 2, 2, 2, 3, 4, 2, 4, 0, 3, 3, 4, 4, 3, 4, 1, 1, 2, 1, 4, 2, 1, 2, 3, 4, 2, 4, 3, 4, 3, 0, 4, 1, 3, 0, 1, 0, 3, 3, 4, 1, 3, 1, 4, 4, 2, 4, 3, 4, 3, 2, 1, 2, 2, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 0, 4, 3, 2, 4, 4, 1, 3, 1, 1, 3, 1, 2, 2, 4, 1, 3, 1, 3, 2, 1, 3, 1, 3, 1, 3, 1, 4, 3, 3, 4, 1, 4, 3, 3, 3, 1, 2, 4, 1, 3, 1, 3, 3, 2, 1, 4, 1, 2, 4, 0, 4, 4, 1, 4, 2, 1, 3, 2, 3, 3, 1, 4, 4, 2, 3, 0, 3, 1, 1, 4, 1, 1, 0, 1, 1, 1, 2, 2, 2, 0, 1, 1, 0, 4, 1, 3, 4, 2, 1, 3, 3, 0, 4, 2, 3, 1, 3, 1, 0, 2, 4, 2, 1, 4, 0, 1, 1, 2, 0, 2, 0, 3
1, 3, 1, 2, 3, 3, 1, 3, 1, 3, 3, 1, 4, 2, 4, 2, 2, 1, 3, 3, 1, 3, 1, 3, 2, 2, 2, 3, 1, 2, 4, 3, 3, 3, 1, 3, 3, 4, 1, 1, 2, 1, 4, 2, 1, 2, 3, 1, 3, 1, 3, 4, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 1, 1, 3, 1, 4, 1, 2, 4, 3, 1, 3, 3, 1, 2, 2, 1, 3, 1, 1, 2, 1, 3, 2, 3, 3, 3, 1, 3, 2, 4, 4, 1, 3, 1, 1, 3, 1, 2, 2, 1, 1, 3, 1, 3, 2, 1, 3, 1, 3, 1, 3, 1, 4, 1, 3, 1, 2, 4, 3, 3, 3, 1, 2, 4, 1, 3, 1, 3, 3, 2, 1, 1, 2, 2, 4, 3, 1, 4, 1, 1, 2, 1, 3, 2, 3, 3, 1, 4, 4, 2, 3, 3, 3, 1, 1, 4, 1, 1, 3, 2, 1, 1, 2, 2, 2, 1, 1, 1, 3, 4, 1, 3, 3, 2, 1, 3, 3, 3, 4, 2, 3, 1, 3, 1, 3, 2, 1, 2, 1, 4, 3, 1, 1, 2, 3, 2, 3, 3
