0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199
109, 1, 87, 165, 64, 105, 93, 9, 15, 184, 50, 159, 120, 87, 136, 181, 82, 161, 18, 198, 20, 14, 155, 78, 20, 13, 161, 18, 12, 82, 136, 151, 1, 144, 184, 144, 23, 71, 155, 159, 113, 41, 119, 87, 104, 106, 144, 159, 1, 12, 50, 120, 18, 151, 37, 164, 127, 165, 179, 151, 70, 51, 64, 165, 50, 198, 119, 103, 164, 180, 64, 71, 125, 76, 20, 106, 87, 2, 18, 2, 102, 113, 2, 103, 164, 120, 18, 198, 78, 184, 87, 136, 136, 163, 4, 163, 22, 144, 164, 82, 100, 28, 161, 119, 104, 197, 164, 15, 78, 158, 52, 161, 120, 113, 136, 159, 119, 64, 161, 18, 119, 110, 174, 87, 164, 136, 87, 127, 164, 119, 18, 87, 113, 159, 63, 20, 136, 20, 122, 136, 159, 64, 106, 87, 144, 87, 1, 113, 159, 136, 136, 151, 184, 151, 127, 155, 163, 136, 109, 159, 198, 161, 65, 163, 164, 164, 82, 151, 161, 109, 198, 23, 104, 184, 144, 87, 159, 144, 14, 151, 180, 181, 119, 41, 9, 41, 153, 100, 71, 113, 161, 18, 198, 15, 109, 82, 151, 113, 198, 1
47, 0, 1, 33, 19, 25, 26, 6, 7, 6, 0, 48, 38, 59, 42, 56, 26, 49, 8, 59, 9, 24, 46, 43, 9, 26, 49, 8, 4, 25, 38, 44, 60, 43, 30, 43, 43, 22, 46, 48, 36, 14, 37, 26, 31, 51, 43, 48, 31, 4, 0, 24, 8, 44, 24, 51, 38, 44, 26, 44, 24, 6, 19, 52, 0, 59, 37, 24, 51, 55, 19, 22, 41, 25, 48, 33, 36, 1, 8, 1, 49, 2, 48, 43, 51, 38, 8, 59, 22, 57, 26, 42, 42, 50, 25, 26, 46, 43, 51, 26, 28, 48, 49, 37, 31, 32, 51, 7, 24, 36, 42, 49, 42, 36, 42, 48, 37, 19, 49, 8, 38, 42, 43, 1, 51, 42, 26, 38, 51, 38, 8, 59, 36, 4, 49, 36, 42, 44, 6, 42, 48, 24, 51, 26, 43, 26, 0, 36, 48, 42, 42, 49, 57, 44, 43, 46, 50, 42, 36, 48, 44, 49, 59, 50, 51, 51, 25, 44, 49, 47, 44, 42, 31, 6, 43, 26, 48, 43, 6, 44, 8, 56, 37, 14, 43, 50, 36, 31, 48, 36, 49, 8, 59, 51, 34, 26, 44, 36, 59, 6
20, 0, 31, 35, 3, 12, 13, 4, 32, 4, 0, 29, 24, 13, 24, 35, 20, 30, 6, 37, 31, 11, 27, 25, 37, 13, 30, 6, 3, 12, 24, 26, 17, 25, 9, 25, 25, 10, 29, 29, 20, 30, 21, 13, 16, 32, 25, 29, 27, 3, 0, 11, 6, 26, 11, 32, 25, 26, 13, 26, 3, 4, 9, 18, 0, 37, 24, 11, 32, 6, 3, 10, 22, 12, 29, 32, 37, 29, 6, 31, 30, 20, 13, 25, 32, 22, 6, 37, 11, 4, 13, 24, 24, 31, 4, 13, 29, 24, 32, 37, 16, 29, 30, 24, 16, 4, 32, 26, 11, 37, 24, 30, 24, 20, 24, 29, 21, 0, 30, 6, 21, 24, 25, 31, 32, 24, 13, 22, 32, 22, 6, 37, 20, 3, 26, 20, 24, 37, 11, 24, 29, 11, 32, 13, 25, 13, 0, 20, 29, 24, 24, 26, 4, 26, 25, 27, 31, 24, 20, 29, 37, 30, 37, 31, 32, 32, 13, 26, 30, 37, 26, 24, 16, 4, 25, 13, 29, 24, 4, 26, 6, 35, 24, 30, 25, 31, 37, 16, 29, 20, 30, 6, 37, 32, 37, 13, 26, 20, 37, 4
12, 0, 21, 20, 1, 7, 8, 2, 22, 2, 0, 19, 14, 8, 15, 23, 12, 20, 3, 24, 24, 6, 18, 16, 24, 8, 20, 3, 1, 12, 15, 17, 7, 16, 1, 16, 16, 5, 18, 19, 12, 21, 14, 8, 9, 22, 16, 7, 0, 1, 0, 6, 3, 17, 6, 22, 16, 17, 21, 17, 2, 2, 4, 21, 1, 24, 15, 6, 22, 3, 1, 5, 16, 7, 19, 22, 12, 19, 3, 21, 20, 12, 19, 15, 22, 14, 3, 24, 6, 2, 8, 15, 15, 21, 2, 8, 19, 15, 22, 12, 9, 1, 20, 15, 9, 7, 22, 20, 6, 12, 15, 20, 14, 12, 15, 19, 14, 4, 22, 3, 14, 15, 16, 21, 22, 15, 8, 16, 22, 14, 3, 24, 12, 1, 17, 12, 15, 21, 6, 15, 19, 1, 22, 19, 16, 8, 0, 12, 19, 15, 15, 17, 2, 17, 16, 18, 21, 15, 12, 19, 24, 22, 24, 21, 22, 22, 8, 17, 20, 12, 24, 15, 9, 2, 16, 8, 19, 15, 6, 17, 3, 23, 14, 20, 16, 21, 24, 9, 5, 12, 20, 3, 24, 22, 12, 8, 17, 12, 24, 2
10, 0, 18, 17, 1, 7, 8, 2, 19, 2, 0, 16, 12, 8, 12, 20, 10, 17, 3, 21, 18, 13, 15, 13, 10, 10, 17, 3, 1, 10, 12, 14, 2, 12, 1, 13, 13, 5, 8, 16, 10, 17, 3, 14, 9, 19, 13, 16, 8, 1, 0, 12, 3, 14, 6, 19, 13, 14, 18, 14, 2, 2, 4, 18, 1, 18, 12, 1, 19, 3, 1, 5, 13, 7, 16, 19, 10, 16, 11, 18, 17, 10, 8, 12, 19, 11, 3, 21, 6, 2, 8, 12, 12, 18, 2, 18, 8, 12, 19, 10, 9, 1, 17, 12, 9, 2, 19, 17, 2, 10, 12, 17, 11, 10, 12, 16, 11, 1, 17, 3, 11, 12, 13, 18, 19, 12, 8, 13, 19, 11, 3, 21, 10, 1, 14, 10, 12, 18, 6, 12, 16, 1, 19, 16, 13, 8, 8, 10, 16, 12, 12, 17, 2, 17, 13, 15, 18, 12, 10, 16, 21, 17, 21, 18, 19, 19, 8, 14, 17, 10, 21, 12, 9, 2, 13, 8, 16, 12, 2, 21, 3, 20, 11, 18, 13, 18, 14, 9, 2, 10, 17, 3, 21, 19, 10, 21, 14, 10, 21, 7
10, 0, 18, 17, 1, 2, 18, 2, 19, 2, 0, 16, 12, 10, 12, 20, 10, 17, 3, 14, 18, 2, 15, 13, 10, 10, 17, 11, 1, 10, 12, 14, 7, 12, 1, 13, 13, 5, 8, 16, 10, 17, 3, 14, 9, 19, 13, 16, 8, 1, 0, 13, 3, 14, 6, 19, 13, 14, 18, 14, 2, 2, 1, 18, 2, 18, 12, 1, 19, 3, 1, 5, 13, 7, 18, 17, 10, 18, 11, 18, 17, 10, 8, 12, 19, 11, 3, 14, 6, 2, 10, 12, 12, 18, 2, 18, 16, 12, 19, 10, 9, 1, 17, 12, 9, 2, 19, 17, 2, 10, 12, 17, 11, 10, 12, 16, 11, 1, 17, 3, 11, 12, 13, 18, 19, 12, 8, 13, 19, 11, 3, 14, 10, 16, 14, 10, 12, 18, 6, 12, 16, 1, 19, 18, 13, 8, 8, 10, 16, 12, 12, 17, 2, 17, 13, 15, 18, 12, 10, 16, 21, 17, 21, 18, 19, 19, 8, 14, 17, 10, 14, 12, 9, 2, 12, 8, 16, 12, 2, 14, 3, 20, 11, 17, 2, 18, 14, 9, 5, 10, 17, 3, 21, 19, 10, 21, 17, 10, 14, 2
9, 0, 17, 16, 1, 2, 17, 2, 18, 2, 2, 15, 11, 9, 11, 19, 9, 16, 3, 13, 17, 2, 14, 12, 9, 9, 16, 10, 1, 7, 11, 13, 0, 12, 1, 12, 12, 4, 7, 15, 9, 16, 3, 13, 8, 18, 12, 15, 0, 1, 8, 11, 10, 17, 5, 18, 12, 13, 17, 13, 1, 2, 1, 17, 2, 17, 11, 1, 18, 3, 1, 4, 12, 0, 17, 18, 7, 17, 10, 17, 16, 9, 7, 11, 18, 10, 10, 13, 5, 2, 9, 11, 11, 17, 2, 17, 8, 11, 18, 9, 8, 1, 16, 11, 8, 2, 18, 16, 2, 9, 11, 16, 10, 9, 11, 15, 10, 1, 16, 3, 10, 11, 12, 17, 18, 11, 7, 12, 18, 10, 3, 13, 9, 15, 13, 9, 11, 17, 5, 11, 8, 1, 18, 7, 12, 7, 7, 9, 15, 11, 11, 16, 2, 13, 12, 14, 17, 11, 9, 15, 13, 16, 17, 17, 18, 18, 9, 13, 16, 9, 13, 11, 8, 2, 12, 9, 8, 11, 2, 13, 3, 19, 10, 17, 12, 17, 13, 8, 15, 9, 16, 3, 13, 18, 9, 9, 13, 9, 13, 2
8, 0, 16, 17, 1, 2, 16, 2, 17, 11, 0, 8, 10, 6, 10, 18, 8, 15, 3, 12, 16, 2, 13, 11, 8, 8, 15, 9, 5, 8, 10, 12, 2, 10, 1, 11, 11, 4, 6, 14, 8, 15, 3, 12, 7, 17, 11, 14, 7, 5, 0, 10, 9, 12, 5, 17, 11, 12, 16, 12, 1, 2, 1, 16, 2, 16, 9, 5, 17, 3, 1, 5, 11, 8, 16, 15, 6, 16, 9, 16, 15, 8, 6, 10, 17, 9, 9, 12, 5, 2, 8, 10, 10, 16, 2, 16, 7, 10, 17, 8, 7, 1, 15, 10, 7, 2, 17, 15, 2, 8, 9, 15, 9, 8, 10, 14, 9, 1, 15, 3, 9, 9, 11, 16, 17, 10, 6, 11, 17, 9, 3, 12, 8, 14, 12, 8, 10, 12, 4, 10, 7, 1, 17, 6, 11, 6, 0, 8, 14, 10, 10, 15, 2, 15, 11, 13, 16, 10, 8, 14, 12, 15, 16, 16, 17, 17, 8, 12, 15, 8, 12, 10, 7, 2, 10, 6, 7, 10, 2, 12, 3, 18, 9, 15, 11, 16, 12, 7, 14, 8, 15, 3, 12, 17, 8, 8, 12, 8, 12, 2
8, 0, 16, 15, 1, 2, 16, 2, 17, 2, 0, 8, 10, 8, 10, 18, 8, 15, 3, 12, 16, 2, 16, 11, 8, 8, 15, 9, 5, 8, 10, 12, 2, 10, 4, 11, 11, 4, 16, 14, 8, 15, 3, 12, 7, 17, 11, 14, 7, 5, 0, 4, 9, 12, 5, 17, 11, 12, 16, 12, 1, 2, 1, 16, 2, 16, 9, 4, 17, 3, 1, 4, 11, 8, 16, 15, 8, 16, 9, 16, 15, 8, 6, 10, 17, 9, 9, 12, 5, 2, 8, 10, 10, 16, 2, 16, 7, 10, 17, 8, 7, 14, 15, 10, 7, 2, 17, 15, 2, 8, 10, 15, 9, 8, 10, 14, 9, 1, 15, 3, 9, 9, 11, 16, 17, 10, 6, 11, 17, 9, 9, 12, 8, 14, 12, 8, 10, 12, 5, 10, 14, 1, 17, 16, 11, 6, 8, 8, 14, 10, 10, 15, 2, 15, 11, 16, 16, 10, 8, 14, 12, 15, 16, 16, 17, 17, 8, 12, 15, 8, 12, 4, 7, 2, 11, 8, 14, 10, 2, 12, 3, 18, 9, 15, 11, 16, 12, 7, 14, 8, 15, 3, 12, 17, 16, 8, 15, 8, 12, 2
8, 0, 15, 14, 2, 2, 15, 2, 16, 4, 0, 7, 10, 8, 10, 17, 8, 14, 3, 12, 15, 2, 7, 11, 8, 8, 14, 9, 5, 8, 10, 12, 2, 10, 4, 11, 11, 4, 15, 13, 8, 14, 3, 12, 7, 16, 11, 13, 7, 5, 0, 4, 9, 12, 5, 16, 11, 12, 15, 12, 2, 2, 1, 15, 2, 15, 9, 4, 16, 3, 2, 4, 11, 8, 15, 16, 8, 15, 9, 15, 14, 8, 6, 9, 16, 9, 9, 12, 5, 2, 8, 10, 10, 15, 2, 15, 7, 11, 16, 8, 7, 13, 14, 9, 7, 2, 16, 14, 2, 8, 9, 14, 9, 8, 10, 13, 9, 1, 14, 3, 9, 9, 11, 15, 16, 10, 6, 11, 16, 9, 9, 12, 8, 13, 12, 8, 10, 12, 5, 10, 7, 4, 16, 15, 11, 8, 8, 8, 13, 10, 10, 14, 2, 14, 11, 15, 15, 10, 8, 13, 12, 14, 15, 15, 16, 16, 8, 12, 14, 8, 12, 4, 7, 2, 11, 8, 7, 10, 2, 12, 3, 17, 9, 15, 11, 15, 12, 7, 13, 8, 14, 3, 12, 16, 8, 8, 12, 8, 12, 2
