6.315114949048032500e+00, 4.444314201566923472e+00, 5.307762475384310008e+00, 5.711292049043791508e+00, 2.606793174115159317e+00, 4.685415068530642380e+00, 4.888943552571464402e+00, 5.219419034667922119e+00, 1.895311964434760910e+00, 4.420252210517980451e+00, -1.046567590503785894e+00, 1.000000000000000000e+00
2.286968288457198462e-01, 3.741326677706574344e+00, 2.528221511038987401e+00, 4.645362217110054814e+00, 4.593483745547835895e+00, 5.312074693897670841e+00, 3.023589887021361555e+00, 3.928922347339308896e+00, 4.094344152514133306e+00, 2.993067195575799921e+00, -1.589016128068530265e-01, 0.000000000000000000e+00
5.605461220064334782e+00, 4.547997680418966127e+00, 5.101614916656429521e+00, 4.908607399958893502e+00, 5.755195158500054475e+00, 4.475584274745812330e+00, 4.369120933516453142e+00, 5.639599967720340778e+00, 5.724627985820406550e+00, 4.449997907064331848e+00, -2.018070585446981369e+00, 1.000000000000000000e+00
4.293253920580046845e+00, 5.951788628836720108e+00, 6.357969248642815430e+00, 6.956157632475063579e+00, 8.300333866864784582e+00, 5.698500742101943572e+00, 6.431809319857160645e+00, 9.107375282207712530e+00, 7.599602574079950656e+00, 7.240183190116345813e+00, 2.221815397388484215e+00, 1.000000000000000000e+00
4.927251105557242994e+00, 4.101087871991456524e+00, 3.771929197429746861e+00, 3.950284571691962565e+00, 3.278575442318132360e+00, 3.302886348127951788e+00, 3.201518705703966905e+00, 2.409263102383665256e+00, 4.464001101246911851e+00, 4.030810560005666510e+00, 1.116399454130158508e+00, 1.000000000000000000e+00
3.248909252336094955e+00, 2.414286281421953007e+00, 3.580193854356076066e+00, 3.555072473624801610e+00, 3.173986852711831119e+00, 5.007252123477202943e+00, 4.423641199959210901e+00, 3.632862836300537079e+00, 3.384659262111505917e+00, 3.563592503232158482e+00, -1.292969233998921275e-01, 0.000000000000000000e+00
5.215087418955661747e+00, 3.008823968719307018e+00, 5.530189520465436104e+00, 5.374669078154315827e+00, 4.728610658419457380e+00, 4.591658575432930434e+00, 4.185885731026502299e+00, 5.386568853138403945e+00, 5.469030088649905252e+00, 5.332942490988258122e+00, -1.364188071499860433e+00, 1.000000000000000000e+00
2.535935355242371791e+00, 3.744608139854685547e+00, 3.630480184615036965e+00, 3.219729211062098084e+00, 2.859029772166807426e+00, 4.079014940282370105e+00, 2.700972334569609501e+00, 3.235995793500484830e+00, 3.113342337785772074e+00, 4.071647043726978055e+00, -3.304006076019344040e-01, 0.000000000000000000e+00
6.718633007612793584e+00, 6.345651260085640288e+00, 7.393646537357804860e+00, 7.052367944767500063e+00, 5.470616198199174995e+00, 7.334419984230828859e+00, 6.303946412283313983e+00, 7.004339611127897491e+00, 7.181232829989857791e+00, 6.057518356101365242e+00, 1.970217017097564804e+00, 1.000000000000000000e+00
2.028402411274640382e+00, 2.283161541509158177e+00, 4.009536508465150639e+00, 3.407904729773559183e+00, 2.096996350972454071e+00, 2.851696833577276102e+00, 2.372187713882100368e+00, 2.579852615139183847e+00, 3.600697607789343557e+00, 3.061273287637521712e+00, -7.389614403511094443e-01, 0.000000000000000000e+00
4.634605276343064517e-01, 3.651425052737856447e+00, 3.398529827721001872e+00, 4.349448371403322078e+00, 3.666666302849947101e+00, 4.643085557289160725e+00, 3.474211806241433997e+00, 5.309236155817896652e+00, 3.565854928050363082e+00, 3.389368504424526307e+00, -1.534807613438569640e-01, 0.000000000000000000e+00
6.146557902470489054e+00, 4.171886264106829501e+00, 4.181439528819402618e+00, 4.567416677340903064e+00, 5.297671042071953273e+00, 4.391887315045061690e+00, 4.091844921893791565e+00, 4.499015000931797736e+00, 4.801071005705832562e+00, 5.158676792140838074e+00, -1.491182683284622668e+00, 1.000000000000000000e+00
6.320816746532313957e+00, 1.553010707334710805e+00, 1.882093501367481547e+00, 2.779172813377789097e+00, 2.839890902633896985e+00, 2.457547518157785937e+00, 2.159299536013429943e+00, 2.392848835325424695e+00, 9.046960950985760697e-01, 1.926408153802793954e+00, -7.932986343375734162e-01, 0.000000000000000000e+00
2.146630081814437041e+00, 3.909983048067538380e+00, 4.336293374439612158e+00, 4.492438052216121136e+00, 5.063676030784932003e+00, 4.737024090433136436e+00, 4.451340137327086666e+00, 5.196492655642091840e+00, 4.239177737055134010e+00, 5.279520828142997502e+00, -7.435668340257557407e-01, 1.000000000000000000e+00
3.864154806162328537e+00, 2.400399867506814111e+00, 2.491935090007481701e+00, 1.726259194323211066e+00, 1.171348979422846437e+00, 1.711409970458570129e+00, 1.566222796957239094e+00, 1.588955745561975608e+00, 1.520153543969516630e+00, 2.330523650049723283e+00, -6.252817582592749002e-01, 0.000000000000000000e+00
5.191367240940004457e+00, 7.479624641011299424e+00, 7.911791582883961560e+00, 8.460104631491370597e+00, 7.975551941967665925e+00, 7.701601993309646232e+00, 8.488282302695324688e+00, 7.264491899884722770e+00, 7.145057427377366821e+00, 8.397669449366258476e+00, -3.861199124512175174e-01, 1.000000000000000000e+00
3.021893301760562700e+00, 4.542275240031114159e+00, 4.124499279626754777e+00, 4.616181275192767330e+00, 5.331794716684252755e+00, 3.976433931329272919e+00, 5.035599578516586128e+00, 4.096295370912343969e+00, 3.471661407385908227e+00, 4.906051367607387803e+00, -4.472472081097700891e-01, 1.000000000000000000e+00
8.062718585225413293e+00, 5.733976680747716159e+00, 6.944009908900615535e+00, 6.486619861604808079e+00, 6.337044235578323637e+00, 6.665158294143318507e+00, 6.917223279084702803e+00, 5.740561853488535426e+00, 6.282350189853908695e+00, 5.912715041613191502e+00, 1.975782378432973108e+00, 1.000000000000000000e+00
1.588344567515264316e+00, 4.894962518495700188e-01, -1.551143798789960115e-01, 1.399347644913275790e+00, -6.426606814162649783e-01, 1.682637640842313154e+00, -4.833140959335819886e-01, 7.235342770589623385e-01, 7.875954272879028828e-01, -1.315015420003682323e-01, 7.231612237674978072e-01, 0.000000000000000000e+00
2.735036452582746413e+00, 5.032893939971186725e+00, 5.407520319062812497e+00, 5.845926390167336173e+00, 5.828608570071046380e+00, 5.145388638379891688e+00, 6.103325925493294335e+00, 4.324413797843886798e+00, 6.183329694705010482e+00, 5.202881994001417709e+00, -1.472222062002659149e+00, 1.000000000000000000e+00
6.500253617655026517e+00, 4.677059262435495413e+00, 6.323930653770418076e+00, 4.819455572108706676e+00, 4.725411493204233260e+00, 5.601617122309048291e+00, 5.986630750248889576e+00, 5.488275445900541172e+00, 4.961113739972859094e+00, 5.533848860379492862e+00, -1.192075009264164764e+00, 1.000000000000000000e+00
4.483895959187005786e+00, 3.240170143255662882e+00, 2.434014675602348188e+00, 1.924392016707267228e+00, 3.118216067187528306e+00, 2.411678741923723113e+00, 1.734506903511478182e+00, 2.598206403775669582e+00, 4.999551763315396080e+00, 3.552754590835083270e+00, -5.601605863689499420e-01, 0.000000000000000000e+00
7.327617505432577616e+00, 4.989972030048644314e+00, 3.825507627955003098e+00, 5.049677657616488347e+00, 4.095484408100368512e+00, 5.105570064252318296e+00, 5.447442704785767198e+00, 5.356540813919822952e+00, 4.312983752922948888e+00, 5.561793334172634218e+00, -1.736601568745802515e+00, 1.000000000000000000e+00
3.285726116858024959e+00, 1.583029862501351470e+00, 2.497965130198498862e+00, 2.340094883296241157e+00, 1.121639697910262523e+00, 1.674987907425968814e+00, 1.940640611957145101e+00, 2.049145002758065992e+00, 1.531075172526829675e+00, 2.058348729912286679e+00, -6.227301478599204243e-01, 0.000000000000000000e+00
4.375421799595882177e+00, 3.828270780159097608e+00, 5.166795364923454592e+00, 5.402722023517350536e+00, 4.005041866772613979e+00, 3.894382350073005927e+00, 5.272714175695146999e+00, 6.152208345030075520e+00, 5.596652530154416993e+00, 5.637899239578201716e+00, -1.569357109624549995e+00, 1.000000000000000000e+00
2.915783774038139597e+00, 3.403962048061598189e+00, 4.843438087719118990e+00, 4.415108886273130473e+00, 3.547346679035235262e+00, 4.598222471996406213e+00, 5.142904333930701455e+00, 5.053108592636415430e+00, 5.113958087683295517e+00, 5.773982834573114786e+00, -9.913842056111252798e-01, 1.000000000000000000e+00
5.499646493496264554e+00, 6.489670243032234609e+00, 5.112508766893906653e+00, 6.022889533052417477e+00, 7.145709797626999205e+00, 7.492388149707146283e+00, 6.741012720278433790e+00, 6.507554307989304121e+00, 6.946781862852709821e+00, 6.450017842558682268e+00, 1.749194304877126349e+00, 1.000000000000000000e+00
2.768680989134758352e+00, 1.016718303963676462e+00, 1.967001971510438096e+00, 1.608373601551554621e+00, 3.912115204149131387e-01, 5.067329904134889595e-01, 2.644811154434032474e-01, 1.702922534717048464e-01, 2.302737096007455797e+00, 1.498605643153018363e+00, -1.271431209920322603e-01, 0.000000000000000000e+00
6.414720516207740530e+00, 2.843373041359231301e+00, 2.850983458367427836e+00, 3.117136498090156138e+00, 2.433272726549534415e+00, 2.728712218158962255e+00, 3.640112231009757782e+00, 2.769322092819235248e+00, 3.910914838151775097e+00, 1.600479335956149995e+00, -4.448653892555491929e-01, 0.000000000000000000e+00
2.841060229891450906e+00, 4.396289627777766995e+00, 4.758843131543059712e+00, 5.180474741474530909e+00, 3.461093938792118685e+00, 3.879801273568696640e+00, 5.087519543339833916e+00, 4.668397255418054392e+00, 3.309788573659305122e+00, 3.750544223090881424e+00, 2.269502404918681826e-01, 1.000000000000000000e+00
7.161364389599295777e+00, 1.122549739822014558e+00, 2.412823709436433539e+00, 1.650878722797191056e+00, 1.555142030801953013e+00, 1.592524748393594702e+00, 1.720710688802431498e+00, 9.077071505046645505e-01, 2.115566986106091285e+00, 9.974077442599051935e-01, -7.323814550368933363e-01, 0.000000000000000000e+00
4.049271154070702927e+00, 5.676996189757498534e+00, 5.020152390540483900e+00, 5.823503246902439479e+00, 5.385413746301130899e+00, 5.199602980624790760e+00, 5.803025593365054746e+00, 5.397815312081162276e+00, 5.567580122407997933e+00, 5.530270804391618000e+00, -1.278752536434381470e+00, 1.000000000000000000e+00
1.959280924298052451e+00, 3.239029266816576769e+00, 3.397879409819010377e+00, 3.581472541226479400e+00, 3.284412682829979779e+00, 2.759575329304852165e+00, 4.011117976801416241e+00, 2.974723279539698950e+00, 6.214249787656331847e+00, 2.505359062797965830e+00, -3.146961889605270346e-01, 0.000000000000000000e+00
1.580973248962266986e+00, 2.463133041740211304e+00, 1.841669005207672516e+00, 1.745436449589072847e+00, 1.131301014337591671e+00, 1.888749677758149392e+00, 2.960051358022482759e+00, 1.770353395081944559e+00, 2.933556500294224101e+00, 2.002076589444350851e+00, -6.465456144136944028e-01, 0.000000000000000000e+00
3.577258983610600129e+00, 3.239630117320021263e+00, 3.627840077872144686e+00, 2.665654137793177725e+00, 2.918651002352055102e+00, 3.684652712380374062e+00, 3.429344173087185421e+00, 1.755784588469364582e+00, 2.532423753050085491e+00, 3.048517311825809983e+00, -5.694742082913646364e-01, 0.000000000000000000e+00
1.922673279301378102e+00, 3.060074529706307889e+00, 2.495214400876906602e+00, 2.950343647113216061e+00, 1.436844624306131912e+00, 2.879485316455006050e+00, 2.561838961812446414e+00, 2.324116004002318103e+00, 1.681315000226950129e+00, 1.967309317762910847e+00, -8.059635624216444638e-01, 0.000000000000000000e+00
3.196357714689124663e+00, 3.438677340971009855e+00, 1.360490511854974827e+00, 1.717745591943105499e+00, 2.448061739835863726e+00, 2.138858566458873511e+00, 2.452187056087096195e+00, 2.747155547812910825e+00, 2.236739488063834713e+00, 1.683866545864794340e+00, -7.897946800883990370e-01, 0.000000000000000000e+00
4.792817723463862478e+00, 2.261080404345777950e+00, 2.662917576441721668e+00, 3.281604177005337686e+00, 2.818022347215123347e+00, 2.502775865763326113e+00, 1.764934635445925881e+00, 2.225019273364151839e+00, 2.079921197547636602e+00, 2.646058286199720833e+00, -6.542737512451302084e-01, 0.000000000000000000e+00
5.656997199362546525e+00, 3.739638036632683349e+00, 4.138640681143308520e+00, 5.427449941710055015e+00, 3.571814575727426000e+00, 5.610186103840710814e+00, 5.129157952515115859e+00, 4.512269217304077706e+00, 4.585367957041829534e+00, 5.257147300129996204e+00, -1.316632364447300807e+00, 1.000000000000000000e+00
5.837157068495723244e+00, 4.018012081385405665e+00, 3.787249109783695999e+00, 4.733084519462789963e+00, 4.442656678331033504e+00, 4.591382885983263940e+00, 3.773728984899233474e+00, 3.106054265753063426e+00, 4.217111641372382813e+00, 4.107881478709627388e+00, -2.827706866643736050e-01, 1.000000000000000000e+00
4.389091321959797121e+00, 4.475133513672947316e+00, 4.612173561043776182e+00, 4.290457981806206078e+00, 3.772983337137877147e+00, 4.963108509451520156e+00, 4.396183804634973491e+00, 3.617473701093449456e+00, 5.715453267380912195e+00, 5.164334517212292752e+00, -1.004191969516584182e+00, 1.000000000000000000e+00
4.736772662229462583e+00, 5.528883088627928544e+00, 5.482802230239735231e+00, 7.531422330591587944e+00, 5.424024358245333133e+00, 5.735818512374798672e+00, 6.264083191885296387e+00, 5.833252448644925536e+00, 5.138344671542921738e+00, 5.833637588813899377e+00, -2.465013654912674157e-01, 1.000000000000000000e+00
3.426318989709389751e+00, 1.833867381383491590e-02, 2.047882915293294914e+00, 5.203881178767710836e-02, -2.530420191060356316e-01, -1.889720074771448211e-01, -3.878445613790741930e-01, 1.521224847887971521e+00, -5.833500054993745465e-02, -4.154106667171024725e-01, 7.426823888493350179e-01, 0.000000000000000000e+00
5.908980310223679311e-01, 3.826750409565643274e+00, 5.974747774516029786e+00, 5.137264006742142897e+00, 6.743528593143985006e+00, 5.187170740984848649e+00, 5.030834674095706838e+00, 4.385228051594049603e+00, 5.085455094434756518e+00, 6.253619532630354527e+00, -1.561103637155235813e+00, 1.000000000000000000e+00
3.715136343940924402e+00, 3.285497417987285562e+00, 2.846124472005987727e+00, 4.914448999840537624e+00, 4.958441124228407659e+00, 4.426946806924044964e+00, 4.461988752462899832e+00, 4.290073203645194511e+00, 4.766639876730727643e+00, 3.886005726256696935e+00, 1.208436982812645111e-01, 1.000000000000000000e+00
1.554618589026985465e+00, 6.468534346841558147e+00, 5.527867271453719589e+00, 7.043913966180523900e+00, 7.677572857306463661e+00, 5.772912078476207576e+00, 6.688382873956337349e+00, 7.209448141673776789e+00, 6.160492848763203355e+00, 7.369447427323177813e+00, 7.224245113055481893e-01, 1.000000000000000000e+00
2.878264188247600774e+00, 3.014464052504026270e+00, 2.521496833425478812e+00, 2.372088944249837184e+00, 2.738021638757603515e+00, 2.459381047886867400e+00, 1.543162827401497239e+00, 2.111374689655387549e+00, 2.439526244377289821e+00, 2.442557029007430991e+00, -7.443586520363166814e-01, 0.000000000000000000e+00
5.763804486761250345e+00, 2.883580519505998474e+00, 3.348680478832157359e+00, 4.563784782465377887e+00, 3.516887008535667380e+00, 3.428144207436189195e+00, 4.118982351111592166e+00, 3.554554762160997861e+00, 2.394168768939493042e+00, 2.981303938485835303e+00, -3.457809381297215906e-02, 0.000000000000000000e+00
1.140771733867360638e+00, 5.135851475472986039e+00, 2.899330891196387761e+00, 3.540678161987187433e+00, 4.156051703871612268e+00, 4.817979481366082339e+00, 4.848269731245972380e+00, 5.616794211151639793e+00, 3.649962801722210326e+00, 4.821578818099991892e+00, 2.416820811124324453e-01, 0.000000000000000000e+00
6.448679681531114483e+00, 3.326582834788314180e+00, 2.377119931505204065e+00, 3.475724902112846237e+00, 3.046179478515209649e+00, 3.461703435105851323e+00, 3.427964697730312871e+00, 2.292912554113215151e+00, 2.976741550705502171e+00, 4.192169219133210056e+00, -1.973484576474051899e-01, 0.000000000000000000e+00
4.005858433297451171e-01, 4.372641153345779408e+00, 3.042333671566688658e+00, 5.059934113041935078e+00, 3.385747293760761778e+00, 4.831359493360225521e+00, 3.357538037751109705e+00, 3.600525619457624948e+00, 2.980226463785949242e+00, 3.515942930643129127e+00, -2.632235436146202479e-01, 0.000000000000000000e+00
4.001735576808608918e+00, 2.651394947929199830e+00, 2.226847772415313731e+00, 2.304664517286087122e+00, 4.435920816724523874e+00, 3.003554164114104807e+00, 1.675175736723818698e+00, 1.854804080688357448e+00, 2.602368650254488713e+00, 2.446971750150312097e+00, -6.914186129336490350e-01, 0.000000000000000000e+00
2.359003136638122111e+00, 1.140594947586985430e+00, -2.030888397537395917e-01, 5.943450907798091265e-01, 2.375939207042660595e+00, 3.490848129151169488e-02, 7.359650322243975751e-01, 1.211916364433265336e+00, 1.024902567593678260e+00, 2.730261131061304525e-01, 3.674222072634498182e-01, 0.000000000000000000e+00
4.134151118867563923e+00, 6.822641536904265891e+00, 5.489127999978139272e+00, 5.330295961437308883e+00, 5.492626338335181657e+00, 6.481184651669715358e+00, 5.377081341467545350e+00, 6.315453323319864865e+00, 5.208114006778351346e+00, 5.669023051902975396e+00, -6.856777173626084076e-01, 1.000000000000000000e+00
8.047377915578657337e+00, 4.192566921713552830e+00, 3.266910608905567504e+00, 2.801261870155440814e+00, 3.171322697463828444e+00, 3.240803310904932566e+00, 2.854741147596352224e+00, 2.921794762637291321e+00, 2.854006290717748584e+00, 3.875277850710902250e+00, -7.599150986555466836e-02, 0.000000000000000000e+00
4.459028818031732122e+00, 7.065188928848666450e+00, 7.601934116847872680e+00, 6.905544610268351313e+00, 8.038323416970509783e+00, 6.566107350157598610e+00, 6.926801724799590332e+00, 7.272976827575590164e+00, 6.802835579612706240e+00, 6.125998142353377141e+00, 1.992311544915514210e+00, 1.000000000000000000e+00
3.417127080918002768e+00, 1.467148258422813267e+00, 2.260913356989651568e+00, 2.515812185803819823e+00, 2.048247444302990772e+00, 1.530214575313892933e+00, 2.060437599094377070e+00, 2.897646497305199187e+00, 3.334605634119136575e+00, 2.713885635278789010e+00, -7.039325146478653261e-01, 0.000000000000000000e+00
4.574205918913278879e+00, 5.174124968637828559e+00, 6.186225752590524429e+00, 6.258042058766756455e+00, 5.583931498293787321e+00, 6.644498038068983092e+00, 6.367442294006950831e+00, 5.543524898379650345e+00, 6.615303753488701588e+00, 6.252990502299686781e+00, 2.912679581438976650e-01, 1.000000000000000000e+00
4.473261399544163908e+00, 5.225352797798237248e+00, 5.062521809832513320e+00, 4.627913111055379503e+00, 4.366313866793543497e+00, 5.832657873161912754e+00, 5.046989361004519559e+00, 5.465381171684071226e+00, 5.637378097637236074e+00, 5.382732487548031131e+00, -1.717355288924387047e+00, 1.000000000000000000e+00
2.420270044653554997e+00, 5.133973779419408245e+00, 4.946319994067516213e+00, 6.101302708128957697e+00, 6.050699713160831550e+00, 5.468239909681239297e+00, 4.600351107735578537e+00, 5.430698788015753564e+00, 5.388443210925380811e+00, 6.057735442233743051e+00, -1.675606390073323348e+00, 1.000000000000000000e+00
3.985115305422263443e+00, 2.706354208385379767e+00, 3.238800012241315862e+00, 3.565527879657423682e+00, 2.723713505525518830e+00, 3.586164346116676338e+00, 3.194808132807327006e+00, 3.411910115846931379e+00, 4.011920175257756682e+00, 3.679401916269430473e+00, -2.978579068320504342e-01, 0.000000000000000000e+00
3.633761079023164253e+00, 2.857195890089205381e+00, 4.023791538633333609e+00, 2.598689510644749845e+00, 3.712444619524589928e+00, 4.330708010457133383e+00, 2.149938994789855506e+00, 2.466330692018198434e+00, 3.926158744231684761e+00, 1.804852705769182997e+00, -4.659732335369147216e-01, 0.000000000000000000e+00
3.894531933705835058e+00, 3.181879559399448443e+00, 3.547965371513145172e+00, 4.345079806288270952e+00, 2.510311482866766752e+00, 4.617830965824686551e+00, 4.719046258007303152e+00, 1.979797838424919743e+00, 2.496354407234715467e+00, 4.715771417847879121e+00, -2.019220593180940937e-01, 0.000000000000000000e+00
3.289183098637461722e+00, 4.886469651801526481e+00, 6.091076096580115617e+00, 5.933874200879788674e+00, 5.982562629131662035e+00, 4.764453558558421342e+00, 5.571110654013558872e+00, 6.995147144509575199e+00, 5.748095253535800531e+00, 6.076144446901421858e+00, -8.372028667279909353e-01, 1.000000000000000000e+00
8.665099353202903032e-01, 3.899266368048064813e+00, 3.516811602070926135e+00, 1.826647162636517052e+00, 3.119529830069909249e+00, 3.742792895155776733e+00, 3.210843510407522583e+00, 3.972396810453360239e+00, 3.447552766514887512e+00, 3.499108781463190709e+00, 1.256165188191274762e+00, 1.000000000000000000e+00
4.262020809008999933e+00, 5.231293649858818284e+00, 4.501740215729846284e+00, 5.422598176794036107e+00, 5.382028177357996768e+00, 4.635316342745234408e+00, 5.552061116809984043e+00, 5.002059209683051400e+00, 5.031861529979357428e+00, 4.507143581004264377e+00, -1.704408059492239280e+00, 1.000000000000000000e+00
5.772637489961257806e+00, 1.285411774991668032e+00, 1.791033920323003681e+00, 1.173126704586917146e+00, 2.392846454098179088e+00, 1.028993625847854254e+00, 5.315197202946730926e-01, 1.177878336872380416e+00, 1.225577046028707429e+00, 1.186738068599413776e+00, -5.063547050994591237e-01, 0.000000000000000000e+00
3.041645804900662498e+00, 2.506348624841012285e+00, 2.871603261128832685e+00, 2.144332629968016768e+00, 3.361302498871097555e+00, 3.123955422878853305e+00, 3.063539575706033080e+00, 2.749709034976182576e+00, 1.576972327571858123e+00, 3.172269573972881673e+00, -6.415137983855752069e-01, 0.000000000000000000e+00
