6.315114949048032500e+00, 4.444314201566923472e+00, 5.307762475384310008e+00, 5.711292049043791508e+00, 2.606793174115159317e+00, 4.685415068530642380e+00, 4.888943552571464402e+00, 5.219419034667922119e+00, 1.895311964434760910e+00, 4.420252210517980451e+00, 3.682319339095181832e+00, 4.059118804192952012e+00, 4.831693119064357056e+00, 4.855387874932012515e+00, 4.908186923091581555e+00, -9.150305023230405066e-01, 1.000000000000000000e+00
2.286968288457198462e-01, 3.741326677706574344e+00, 2.528221511038987401e+00, 4.645362217110054814e+00, 4.593483745547835895e+00, 5.312074693897670841e+00, 3.023589887021361555e+00, 3.928922347339308896e+00, 4.094344152514133306e+00, 2.993067195575799921e+00, 4.462533582031575463e+00, 4.054129091278008801e+00, 4.988487781276941035e+00, 4.340307998941489664e+00, 4.207235892070862349e+00, 9.106300705628280756e-01, 1.000000000000000000e+00
5.605461220064334782e+00, 4.547997680418966127e+00, 5.101614916656429521e+00, 4.908607399958893502e+00, 5.755195158500054475e+00, 4.475584274745812330e+00, 4.369120933516453142e+00, 5.639599967720340778e+00, 5.724627985820406550e+00, 4.449997907064331848e+00, 5.211028425223922511e+00, 5.362677596915072620e+00, 4.962091305984674960e+00, 4.450703304928952164e+00, 7.078243279690278555e+00, -1.875657478119129529e+00, 1.000000000000000000e+00
4.293253920580046845e+00, 5.951788628836720108e+00, 6.357969248642815430e+00, 6.956157632475063579e+00, 8.300333866864784582e+00, 5.698500742101943572e+00, 6.431809319857160645e+00, 9.107375282207712530e+00, 7.599602574079950656e+00, 7.240183190116345813e+00, 7.462124206910431212e+00, 5.508045284939582231e+00, 6.572721801436757438e+00, 6.853369610853842886e+00, 6.707207541067361944e+00, 1.670414682022979269e+00, 1.000000000000000000e+00
4.927251105557242994e+00, 4.101087871991456524e+00, 3.771929197429746861e+00, 3.950284571691962565e+00, 3.278575442318132360e+00, 3.302886348127951788e+00, 3.201518705703966905e+00, 2.409263102383665256e+00, 4.464001101246911851e+00, 4.030810560005666510e+00, 4.622522324711621167e+00, 4.366826452465864428e+00, 2.160863233098127445e+00, 2.483942708421783330e+00, 2.430771963419477988e+00, -9.006496277050191068e-02, 0.000000000000000000e+00
3.248909252336094955e+00, 2.414286281421953007e+00, 3.580193854356076066e+00, 3.555072473624801610e+00, 3.173986852711831119e+00, 5.007252123477202943e+00, 4.423641199959210901e+00, 3.632862836300537079e+00, 3.384659262111505917e+00, 3.563592503232158482e+00, 4.172448898901837566e+00, 4.599747926388952912e+00, 3.519184105983937272e+00, 4.595330062263230708e+00, 3.283547442019285612e+00, -3.238273293388261882e-03, 0.000000000000000000e+00
5.215087418955661747e+00, 3.008823968719307018e+00, 5.530189520465436104e+00, 5.374669078154315827e+00, 4.728610658419457380e+00, 4.591658575432930434e+00, 4.185885731026502299e+00, 5.386568853138403945e+00, 5.469030088649905252e+00, 5.332942490988258122e+00, 5.496575412611417022e+00, 4.477684275679269632e+00, 5.983914865015497853e+00, 4.402829170543977710e+00, 4.370428496255722273e+00, -1.807288767001304031e+00, 1.000000000000000000e+00
2.535935355242371791e+00, 3.744608139854685547e+00, 3.630480184615036965e+00, 3.219729211062098084e+00, 2.859029772166807426e+00, 4.079014940282370105e+00, 2.700972334569609501e+00, 3.235995793500484830e+00, 3.113342337785772074e+00, 4.071647043726978055e+00, 4.175719557128553028e+00, 1.623974535030286326e+00, 3.949693230607205230e+00, 3.870222467278309431e+00, 2.085765736567881223e+00, -4.333324310844784422e-01, 0.000000000000000000e+00
6.718633007612793584e+00, 6.345651260085640288e+00, 7.393646537357804860e+00, 7.052367944767500063e+00, 5.470616198199174995e+00, 7.334419984230828859e+00, 6.303946412283313983e+00, 7.004339611127897491e+00, 7.181232829989857791e+00, 6.057518356101365242e+00, 4.976918774179210025e+00, 6.251626347098275360e+00, 8.116066809958194739e+00, 5.303003389452316974e+00, 7.009516456428713127e+00, 1.869400954043797469e+00, 1.000000000000000000e+00
2.028402411274640382e+00, 2.283161541509158177e+00, 4.009536508465150639e+00, 3.407904729773559183e+00, 2.096996350972454071e+00, 2.851696833577276102e+00, 2.372187713882100368e+00, 2.579852615139183847e+00, 3.600697607789343557e+00, 3.061273287637521712e+00, 2.163273623323672901e+00, 2.847397293195473189e+00, 3.879816066679059094e+00, 3.264697522160573406e+00, 3.285579961901377466e+00, -5.964512236787717914e-01, 0.000000000000000000e+00
4.634605276343064517e-01, 3.651425052737856447e+00, 3.398529827721001872e+00, 4.349448371403322078e+00, 3.666666302849947101e+00, 4.643085557289160725e+00, 3.474211806241433997e+00, 5.309236155817896652e+00, 3.565854928050363082e+00, 3.389368504424526307e+00, 3.494639622959608172e+00, 4.297972553805486484e+00, 3.543549062739615785e+00, 3.751959139192125203e+00, 3.731203335936168042e+00, -1.560005408345962186e-01, 0.000000000000000000e+00
6.146557902470489054e+00, 4.171886264106829501e+00, 4.181439528819402618e+00, 4.567416677340903064e+00, 5.297671042071953273e+00, 4.391887315045061690e+00, 4.091844921893791565e+00, 4.499015000931797736e+00, 4.801071005705832562e+00, 5.158676792140838074e+00, 4.188926862369607207e+00, 4.059153872872710345e+00, 5.431655209892128688e+00, 3.682566877751408008e+00, 3.298816556523099131e+00, 5.534761760242528084e-01, 0.000000000000000000e+00
6.320816746532313957e+00, 1.553010707334710805e+00, 1.882093501367481547e+00, 2.779172813377789097e+00, 2.839890902633896985e+00, 2.457547518157785937e+00, 2.159299536013429943e+00, 2.392848835325424695e+00, 9.046960950985760697e-01, 1.926408153802793954e+00, 8.092891257889203160e-01, 2.884942002273704453e+00, 1.775403186112928910e+00, 2.481863564933650679e+00, 1.307247164291289288e+00, -7.320589475457353057e-01, 0.000000000000000000e+00
2.146630081814437041e+00, 3.909983048067538380e+00, 4.336293374439612158e+00, 4.492438052216121136e+00, 5.063676030784932003e+00, 4.737024090433136436e+00, 4.451340137327086666e+00, 5.196492655642091840e+00, 4.239177737055134010e+00, 5.279520828142997502e+00, 6.182865638805628450e+00, 4.330813176666262976e+00, 6.084872225158203918e+00, 6.025616497891312484e+00, 4.350869950257171936e+00, -1.441638585498564940e+00, 1.000000000000000000e+00
3.864154806162328537e+00, 2.400399867506814111e+00, 2.491935090007481701e+00, 1.726259194323211066e+00, 1.171348979422846437e+00, 1.711409970458570129e+00, 1.566222796957239094e+00, 1.588955745561975608e+00, 1.520153543969516630e+00, 2.330523650049723283e+00, 3.018714344709209296e+00, 1.388291292119685494e+00, 1.157720845181641867e+00, 2.116435149153739204e-02, 1.103407170169285134e+00, -4.886084058475659297e-01, 0.000000000000000000e+00
5.191367240940004457e+00, 7.479624641011299424e+00, 7.911791582883961560e+00, 8.460104631491370597e+00, 7.975551941967665925e+00, 7.701601993309646232e+00, 8.488282302695324688e+00, 7.264491899884722770e+00, 7.145057427377366821e+00, 8.397669449366258476e+00, 6.778256223770075195e+00, 8.343980735005732896e+00, 8.135522057492142523e+00, 7.384040419003754963e+00, 8.009827657224533937e+00, -8.140509805405939936e-01, 1.000000000000000000e+00
3.021893301760562700e+00, 4.542275240031114159e+00, 4.124499279626754777e+00, 4.616181275192767330e+00, 5.331794716684252755e+00, 3.976433931329272919e+00, 5.035599578516586128e+00, 4.096295370912343969e+00, 3.471661407385908227e+00, 4.906051367607387803e+00, 3.488051140705625386e+00, 4.400401229382945978e+00, 5.128793905375942153e+00, 5.324325694866293368e+00, 4.856528814147075046e+00, -6.934171610966817223e-01, 1.000000000000000000e+00
8.062718585225413293e+00, 5.733976680747716159e+00, 6.944009908900615535e+00, 6.486619861604808079e+00, 6.337044235578323637e+00, 6.665158294143318507e+00, 6.917223279084702803e+00, 5.740561853488535426e+00, 6.282350189853908695e+00, 5.912715041613191502e+00, 6.477848548526119465e+00, 6.076169855489546023e+00, 7.180720404690116965e+00, 6.978745965764815651e+00, 5.838141633802937491e+00, 1.597805176928270621e+00, 1.000000000000000000e+00
1.588344567515264316e+00, 4.894962518495700188e-01, -1.551143798789960115e-01, 1.399347644913275790e+00, -6.426606814162649783e-01, 1.682637640842313154e+00, -4.833140959335819886e-01, 7.235342770589623385e-01, 7.875954272879028828e-01, -1.315015420003682323e-01, -4.491795302786307786e-01, -3.513554167012280516e-01, -7.732566393033506458e-01, -1.198951614398762189e-01, -2.363862715411322313e-01, 9.872317880100220933e-01, 0.000000000000000000e+00
2.735036452582746413e+00, 5.032893939971186725e+00, 5.407520319062812497e+00, 5.845926390167336173e+00, 5.828608570071046380e+00, 5.145388638379891688e+00, 6.103325925493294335e+00, 4.324413797843886798e+00, 6.183329694705010482e+00, 5.202881994001417709e+00, 5.872277856590797818e+00, 5.808406062092641875e+00, 5.133096374791375816e+00, 4.262017614669641574e+00, 5.171055325105506029e+00, -1.490295356270658678e+00, 1.000000000000000000e+00
6.500253617655026517e+00, 4.677059262435495413e+00, 6.323930653770418076e+00, 4.819455572108706676e+00, 4.725411493204233260e+00, 5.601617122309048291e+00, 5.986630750248889576e+00, 5.488275445900541172e+00, 4.961113739972859094e+00, 5.533848860379492862e+00, 5.333307945587389298e+00, 6.329679045773513479e+00, 5.396638251813873133e+00, 4.791095429501925018e+00, 5.045311868471124228e+00, -1.341569146801795176e+00, 1.000000000000000000e+00
