6.315114949048032500e+00, 4.444314201566923472e+00, 5.307762475384310008e+00, 5.711292049043791508e+00, 2.606793174115159317e+00, 4.685415068530642380e+00, 4.888943552571464402e+00, 5.219419034667922119e+00, 1.895311964434760910e+00, 4.420252210517980451e+00, 3.682319339095181832e+00, 4.059118804192952012e+00, 4.831693119064357056e+00, 4.855387874932012515e+00, 4.908186923091581555e+00, 4.637389353590918972e+00, 3.318446807727135184e+00, 4.375632854138753913e+00, 3.952913364832943977e+00, 4.257070882190389760e+00, 4.765487296100575421e+00, 3.864524100347344060e+00, 3.819968551083571029e+00, 4.226573566435672724e+00, 4.054822976913377452e+00, 3.697197590021549019e+00, 4.933785681544241797e+00, 3.561778214265962195e+00, 5.083786846680154348e+00, 4.905648687176112688e+00, 4.158954462139440311e-01, 0.000000000000000000e+00
2.286968288457198462e-01, 3.741326677706574344e+00, 2.528221511038987401e+00, 4.645362217110054814e+00, 4.593483745547835895e+00, 5.312074693897670841e+00, 3.023589887021361555e+00, 3.928922347339308896e+00, 4.094344152514133306e+00, 2.993067195575799921e+00, 4.462533582031575463e+00, 4.054129091278008801e+00, 4.988487781276941035e+00, 4.340307998941489664e+00, 4.207235892070862349e+00, 3.829434370081238992e+00, 3.819311308024841978e+00, 5.836150622973493185e+00, 4.247207636944384745e+00, 4.822470554364500117e+00, 4.596456292391263965e+00, 4.406390464604378110e+00, 3.005172963183591950e+00, 5.041024811201245015e+00, 4.088466867817260209e+00, 4.318856952108853342e+00, 4.383114731424730515e+00, 4.158558900739798503e+00, 4.107806328127775686e+00, 2.864102595499312010e+00, 2.714421881785134549e-01, 0.000000000000000000e+00
5.605461220064334782e+00, 4.547997680418966127e+00, 5.101614916656429521e+00, 4.908607399958893502e+00, 5.755195158500054475e+00, 4.475584274745812330e+00, 4.369120933516453142e+00, 5.639599967720340778e+00, 5.724627985820406550e+00, 4.449997907064331848e+00, 5.211028425223922511e+00, 5.362677596915072620e+00, 4.962091305984674960e+00, 4.450703304928952164e+00, 7.078243279690278555e+00, 5.595994848699462842e+00, 4.394278755162662087e+00, 4.152688346414096898e+00, 5.117205495986111075e+00, 6.188765101587581086e+00, 5.388606524296063682e+00, 6.508555492978365997e+00, 5.425762921899238478e+00, 5.261307838498018974e+00, 5.004386247246324082e+00, 5.179888432112491614e+00, 5.036897205089129415e+00, 5.435439139274096831e+00, 4.886580022815428137e+00, 3.843916790771090941e+00, -1.548758340652717003e+00, 1.000000000000000000e+00
4.293253920580046845e+00, 5.951788628836720108e+00, 6.357969248642815430e+00, 6.956157632475063579e+00, 8.300333866864784582e+00, 5.698500742101943572e+00, 6.431809319857160645e+00, 9.107375282207712530e+00, 7.599602574079950656e+00, 7.240183190116345813e+00, 7.462124206910431212e+00, 5.508045284939582231e+00, 6.572721801436757438e+00, 6.853369610853842886e+00, 6.707207541067361944e+00, 7.377753266545624022e+00, 5.230911637737023945e+00, 6.462339424299476498e+00, 6.476949748588634925e+00, 6.971046138644551249e+00, 6.646295918812846537e+00, 7.096582719044910448e+00, 5.897325404517808067e+00, 7.709166507734377838e+00, 7.022790130796959573e+00, 6.569931684408320649e+00, 7.040290903294367908e+00, 7.394536498187758156e+00, 7.269589310428649753e+00, 8.064328816991015003e+00, 2.044778186101210427e+00, 1.000000000000000000e+00
4.927251105557242994e+00, 4.101087871991456524e+00, 3.771929197429746861e+00, 3.950284571691962565e+00, 3.278575442318132360e+00, 3.302886348127951788e+00, 3.201518705703966905e+00, 2.409263102383665256e+00, 4.464001101246911851e+00, 4.030810560005666510e+00, 4.622522324711621167e+00, 4.366826452465864428e+00, 2.160863233098127445e+00, 2.483942708421783330e+00, 2.430771963419477988e+00, 3.540340941649233741e+00, 3.240885220836151603e+00, 4.168698029815551820e+00, 3.199533175215348635e+00, 3.852156264862877322e+00, 3.550384228546794141e+00, 3.028044464206128161e+00, 2.642937916271724141e+00, 2.611246791720279514e+00, 4.355084214243860607e+00, 3.513632091254058398e+00, 3.047255666457961532e+00, 3.410824685977463577e+00, 4.036598282268789362e+00, 4.037040527252918842e+00, -2.331899641404561185e-01, 0.000000000000000000e+00
3.248909252336094955e+00, 2.414286281421953007e+00, 3.580193854356076066e+00, 3.555072473624801610e+00, 3.173986852711831119e+00, 5.007252123477202943e+00, 4.423641199959210901e+00, 3.632862836300537079e+00, 3.384659262111505917e+00, 3.563592503232158482e+00, 4.172448898901837566e+00, 4.599747926388952912e+00, 3.519184105983937272e+00, 4.595330062263230708e+00, 3.283547442019285612e+00, 4.761217075944232491e+00, 4.272116176415352129e+00, 3.899920458994262873e+00, 2.656146194968824759e+00, 3.796382908434764225e+00, 3.356199131743932362e+00, 3.353717783142658337e+00, 2.970339671071823062e+00, 2.537973629836841827e+00, 4.102566011302361204e+00, 3.901768393442089256e+00, 4.291002220529896327e+00, 3.368377499504525918e+00, 5.036439817329121382e+00, 2.954816086534403752e+00, 6.194684690391664278e-02, 0.000000000000000000e+00
5.215087418955661747e+00, 3.008823968719307018e+00, 5.530189520465436104e+00, 5.374669078154315827e+00, 4.728610658419457380e+00, 4.591658575432930434e+00, 4.185885731026502299e+00, 5.386568853138403945e+00, 5.469030088649905252e+00, 5.332942490988258122e+00, 5.496575412611417022e+00, 4.477684275679269632e+00, 5.983914865015497853e+00, 4.402829170543977710e+00, 4.370428496255722273e+00, 3.949151450156707988e+00, 4.833468556301824925e+00, 3.835081743161885104e+00, 6.255399429468853967e+00, 5.116165242552257020e+00, 6.109037078473328108e+00, 4.883504106720514493e+00, 5.283363314194495786e+00, 4.785227947368868584e+00, 4.618753529692241067e+00, 5.261532433171694834e+00, 4.881723703129991598e+00, 5.158003608089128278e+00, 4.984455398359983747e+00, 5.264394681185073033e+00, -1.843625925284328781e+00, 1.000000000000000000e+00
2.535935355242371791e+00, 3.744608139854685547e+00, 3.630480184615036965e+00, 3.219729211062098084e+00, 2.859029772166807426e+00, 4.079014940282370105e+00, 2.700972334569609501e+00, 3.235995793500484830e+00, 3.113342337785772074e+00, 4.071647043726978055e+00, 4.175719557128553028e+00, 1.623974535030286326e+00, 3.949693230607205230e+00, 3.870222467278309431e+00, 2.085765736567881223e+00, 3.958344287366654335e+00, 2.896705504266468445e+00, 4.408434537262768238e+00, 2.400756024518370779e+00, 3.948809767474225296e+00, 4.367269796906626311e+00, 2.619411097030144298e+00, 3.327756865995423308e+00, 3.853725589246652206e+00, 4.314692644773674424e+00, 3.417620417090250662e+00, 4.375105332527963853e+00, 4.143799482078431851e+00, 3.756905346738683260e+00, 3.007120927923347065e+00, -2.441183504756106737e-01, 0.000000000000000000e+00
6.718633007612793584e+00, 6.345651260085640288e+00, 7.393646537357804860e+00, 7.052367944767500063e+00, 5.470616198199174995e+00, 7.334419984230828859e+00, 6.303946412283313983e+00, 7.004339611127897491e+00, 7.181232829989857791e+00, 6.057518356101365242e+00, 4.976918774179210025e+00, 6.251626347098275360e+00, 8.116066809958194739e+00, 5.303003389452316974e+00, 7.009516456428713127e+00, 6.389025563152937792e+00, 6.340425005364547673e+00, 6.458822701121830434e+00, 5.860651263633556596e+00, 6.063681227639714955e+00, 7.120466499534846783e+00, 6.572870755605063842e+00, 6.254583419870351157e+00, 5.569241319761809805e+00, 6.497738359184893397e+00, 7.065459183722964553e+00, 6.674944900279952797e+00, 6.779612373358833821e+00, 7.296075710121602498e+00, 5.957769621449410025e+00, 1.976201728793730794e+00, 1.000000000000000000e+00
2.028402411274640382e+00, 2.283161541509158177e+00, 4.009536508465150639e+00, 3.407904729773559183e+00, 2.096996350972454071e+00, 2.851696833577276102e+00, 2.372187713882100368e+00, 2.579852615139183847e+00, 3.600697607789343557e+00, 3.061273287637521712e+00, 2.163273623323672901e+00, 2.847397293195473189e+00, 3.879816066679059094e+00, 3.264697522160573406e+00, 3.285579961901377466e+00, 3.660718922982633572e+00, 3.314509182444723479e+00, 2.510080072322440348e+00, 1.646343690191690801e+00, 3.195323878433122822e+00, 2.019326680652514749e+00, 2.856930613689706355e+00, 1.868608590103683742e+00, 1.992939680855595252e+00, 2.543298004689661163e+00, 1.561137006294355700e+00, 3.032171457815906912e+00, 2.986091465421086610e+00, 2.544390974052078036e+00, 2.149349948936945864e+00, -7.573474170104885772e-01, 0.000000000000000000e+00
