0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199
22, 10, 163, 111, 67, 126, 123, 7, 15, 7, 10, 109, 27, 166, 97, 15, 166, 55, 130, 170, 185, 141, 22, 177, 31, 76, 111, 18, 101, 166, 27, 31, 7, 110, 67, 177, 177, 136, 22, 166, 147, 118, 130, 75, 176, 68, 177, 141, 145, 101, 10, 14, 130, 167, 60, 55, 23, 167, 185, 75, 141, 51, 67, 8, 184, 31, 86, 141, 68, 130, 141, 37, 23, 16, 109, 68, 170, 65, 18, 163, 111, 113, 109, 97, 68, 86, 66, 170, 60, 7, 75, 136, 136, 163, 7, 185, 22, 177, 55, 166, 145, 101, 118, 97, 104, 126, 68, 8, 141, 109, 177, 111, 86, 166, 66, 176, 86, 141, 111, 130, 66, 177, 177, 58, 68, 97, 58, 23, 55, 86, 130, 170, 109, 101, 75, 147, 136, 167, 67, 136, 39, 141, 55, 194, 177, 166, 10, 70, 133, 86, 110, 55, 32, 111, 122, 22, 163, 97, 109, 74, 179, 111, 65, 163, 68, 15, 195, 167, 55, 22, 170, 136, 104, 47, 177, 13, 109, 177, 51, 156, 69, 15, 86, 118, 177, 163, 137, 145, 133, 166, 17, 130, 198, 15, 80, 170, 106, 166, 170, 154
9, 2, 53, 5, 48, 43, 53, 0, 24, 0, 49, 36, 37, 54, 37, 5, 54, 18, 44, 56, 61, 48, 9, 58, 50, 56, 38, 31, 33, 54, 31, 55, 43, 58, 48, 58, 58, 46, 36, 36, 54, 40, 44, 1, 34, 24, 58, 48, 54, 33, 2, 17, 44, 55, 65, 24, 58, 12, 53, 56, 48, 39, 23, 1, 23, 12, 31, 48, 24, 44, 48, 65, 46, 6, 36, 24, 54, 9, 31, 53, 61, 54, 19, 58, 24, 31, 31, 56, 65, 0, 28, 46, 46, 53, 6, 53, 54, 58, 18, 54, 54, 33, 38, 37, 34, 43, 24, 24, 48, 9, 58, 38, 31, 54, 58, 33, 31, 23, 38, 44, 31, 58, 58, 53, 24, 37, 53, 46, 18, 31, 44, 56, 9, 33, 24, 54, 46, 55, 65, 46, 54, 48, 24, 9, 58, 54, 2, 48, 36, 37, 37, 18, 58, 38, 51, 9, 53, 37, 36, 36, 52, 38, 54, 53, 24, 5, 54, 55, 24, 9, 56, 46, 34, 51, 58, 54, 36, 58, 17, 55, 44, 5, 31, 40, 58, 53, 12, 54, 0, 54, 18, 44, 56, 24, 61, 54, 24, 54, 56, 51
5, 2, 29, 3, 24, 21, 29, 21, 11, 0, 2, 30, 17, 30, 17, 3, 30, 8, 22, 32, 29, 7, 5, 33, 30, 30, 18, 13, 35, 30, 17, 29, 0, 33, 24, 33, 33, 23, 29, 16, 30, 29, 22, 30, 15, 11, 33, 35, 30, 14, 2, 7, 13, 31, 35, 11, 33, 18, 29, 32, 35, 7, 10, 29, 2, 30, 13, 17, 11, 22, 24, 14, 13, 30, 16, 11, 30, 5, 13, 29, 8, 30, 16, 33, 11, 13, 13, 32, 35, 21, 32, 23, 23, 29, 21, 29, 5, 33, 8, 30, 30, 14, 18, 13, 15, 21, 11, 29, 7, 5, 13, 11, 13, 30, 33, 16, 13, 10, 18, 22, 13, 33, 33, 29, 11, 17, 16, 33, 8, 13, 13, 32, 16, 14, 11, 30, 23, 31, 35, 23, 16, 24, 11, 5, 33, 30, 2, 24, 16, 17, 17, 31, 7, 31, 33, 5, 29, 17, 5, 16, 31, 18, 29, 29, 11, 3, 30, 31, 8, 5, 32, 23, 15, 4, 33, 30, 16, 33, 7, 31, 22, 3, 13, 20, 33, 29, 6, 30, 35, 30, 8, 22, 32, 11, 5, 30, 11, 30, 32, 21
4, 1, 21, 2, 20, 0, 21, 0, 9, 0, 1, 13, 14, 22, 19, 2, 22, 7, 10, 24, 21, 20, 4, 25, 22, 22, 15, 10, 11, 22, 14, 21, 0, 25, 8, 25, 25, 19, 21, 13, 22, 21, 18, 16, 12, 9, 25, 26, 22, 26, 1, 19, 10, 23, 26, 9, 25, 23, 21, 24, 20, 0, 8, 21, 1, 21, 10, 26, 9, 18, 20, 26, 10, 22, 13, 9, 22, 4, 10, 21, 7, 22, 13, 25, 9, 14, 10, 24, 26, 0, 22, 19, 19, 21, 17, 21, 4, 25, 9, 22, 22, 26, 9, 14, 12, 0, 9, 21, 20, 4, 10, 9, 10, 22, 19, 13, 10, 8, 15, 18, 10, 10, 25, 21, 9, 14, 21, 25, 9, 14, 18, 24, 13, 26, 9, 22, 19, 23, 26, 19, 13, 26, 9, 4, 25, 22, 22, 20, 13, 19, 14, 23, 11, 23, 25, 4, 21, 14, 21, 13, 23, 9, 24, 21, 9, 9, 22, 23, 9, 4, 24, 19, 21, 20, 25, 22, 13, 25, 11, 23, 18, 2, 10, 21, 25, 21, 22, 22, 26, 22, 7, 18, 24, 9, 21, 22, 23, 22, 24, 3
4, 1, 19, 13, 25, 0, 19, 0, 7, 0, 1, 11, 12, 20, 12, 2, 20, 5, 16, 22, 19, 18, 4, 8, 20, 20, 2, 8, 24, 20, 12, 22, 0, 23, 24, 23, 23, 24, 19, 11, 20, 19, 16, 20, 10, 7, 23, 24, 20, 24, 1, 17, 8, 21, 24, 7, 23, 5, 19, 22, 18, 18, 6, 19, 1, 22, 8, 24, 7, 16, 18, 24, 23, 1, 11, 7, 20, 4, 8, 19, 5, 11, 11, 23, 7, 8, 8, 22, 24, 24, 20, 17, 17, 19, 0, 19, 4, 23, 7, 20, 20, 24, 7, 12, 10, 0, 7, 19, 24, 4, 8, 7, 8, 20, 17, 11, 8, 6, 13, 16, 8, 23, 23, 19, 7, 12, 19, 23, 7, 12, 16, 22, 11, 24, 7, 20, 17, 21, 24, 17, 11, 24, 7, 4, 23, 20, 1, 18, 11, 17, 12, 7, 23, 21, 23, 4, 19, 12, 19, 11, 22, 7, 19, 19, 7, 7, 20, 21, 7, 4, 22, 17, 10, 18, 23, 20, 11, 23, 18, 21, 16, 2, 8, 19, 23, 19, 22, 20, 24, 20, 5, 16, 22, 7, 4, 20, 7, 20, 22, 9
3, 1, 16, 12, 15, 15, 16, 15, 6, 0, 1, 10, 11, 17, 11, 2, 17, 4, 13, 19, 16, 15, 3, 20, 17, 17, 12, 13, 21, 17, 11, 19, 15, 20, 21, 20, 20, 14, 10, 10, 17, 16, 13, 17, 10, 6, 20, 21, 1, 21, 1, 14, 7, 16, 21, 6, 20, 19, 16, 19, 21, 15, 22, 16, 1, 19, 7, 21, 6, 13, 15, 21, 14, 1, 10, 6, 17, 3, 7, 16, 4, 10, 10, 20, 6, 7, 7, 19, 21, 0, 17, 14, 14, 16, 15, 16, 3, 20, 6, 17, 17, 21, 6, 11, 9, 15, 6, 16, 0, 3, 7, 6, 7, 10, 14, 10, 7, 22, 6, 13, 7, 7, 20, 16, 6, 11, 10, 20, 6, 7, 13, 19, 10, 21, 6, 17, 14, 19, 21, 14, 10, 0, 6, 3, 20, 17, 17, 15, 10, 14, 11, 6, 20, 12, 20, 3, 16, 11, 3, 10, 19, 6, 16, 16, 6, 6, 17, 18, 6, 3, 19, 14, 9, 15, 7, 17, 10, 20, 15, 18, 13, 2, 7, 16, 20, 16, 19, 17, 21, 17, 4, 13, 17, 6, 3, 17, 6, 17, 19, 1
3, 1, 14, 5, 13, 13, 14, 13, 5, 18, 1, 8, 9, 15, 12, 2, 15, 4, 11, 17, 14, 13, 3, 18, 15, 15, 10, 6, 19, 15, 9, 17, 13, 18, 19, 18, 18, 12, 8, 8, 15, 14, 11, 15, 8, 5, 18, 19, 15, 19, 1, 12, 6, 16, 19, 5, 18, 10, 14, 17, 13, 13, 19, 14, 1, 17, 6, 19, 5, 11, 13, 19, 18, 1, 8, 5, 15, 3, 6, 14, 4, 8, 8, 18, 5, 9, 6, 17, 19, 19, 15, 12, 12, 14, 13, 14, 3, 18, 5, 15, 15, 19, 10, 6, 8, 13, 5, 14, 19, 3, 6, 5, 6, 15, 12, 8, 6, 19, 10, 11, 6, 6, 18, 14, 5, 12, 8, 18, 5, 9, 11, 17, 8, 19, 5, 15, 12, 16, 19, 12, 8, 19, 5, 3, 6, 15, 15, 13, 8, 9, 9, 5, 18, 5, 18, 3, 14, 12, 3, 8, 17, 5, 14, 14, 5, 5, 15, 14, 14, 3, 17, 12, 8, 13, 18, 15, 8, 18, 13, 16, 11, 2, 6, 14, 18, 14, 17, 15, 19, 15, 4, 11, 17, 5, 3, 15, 5, 15, 17, 1
2, 0, 2, 8, 11, 11, 6, 11, 4, 16, 0, 6, 7, 13, 10, 1, 13, 3, 9, 15, 12, 11, 2, 16, 13, 13, 8, 5, 17, 13, 7, 15, 11, 16, 17, 16, 16, 10, 6, 6, 13, 12, 9, 13, 6, 4, 16, 17, 0, 17, 0, 10, 5, 12, 17, 4, 16, 14, 12, 15, 11, 11, 17, 12, 0, 12, 5, 17, 4, 9, 11, 17, 16, 0, 6, 4, 13, 2, 5, 12, 3, 6, 6, 5, 4, 5, 5, 13, 17, 11, 15, 10, 10, 12, 11, 12, 2, 16, 4, 13, 13, 17, 4, 5, 6, 11, 4, 12, 11, 2, 5, 4, 5, 6, 10, 6, 5, 17, 4, 9, 5, 5, 16, 6, 4, 10, 6, 16, 4, 7, 9, 15, 6, 17, 15, 13, 10, 12, 17, 10, 6, 17, 4, 2, 16, 13, 13, 11, 6, 10, 10, 4, 16, 14, 16, 2, 12, 10, 2, 6, 15, 4, 12, 12, 4, 4, 13, 15, 4, 2, 15, 10, 6, 11, 16, 13, 6, 16, 11, 15, 9, 1, 5, 12, 16, 12, 15, 13, 17, 13, 3, 9, 15, 4, 12, 13, 4, 13, 15, 0
2, 0, 12, 8, 11, 11, 12, 11, 4, 11, 0, 6, 10, 13, 10, 1, 13, 3, 5, 15, 12, 11, 2, 16, 13, 13, 8, 5, 17, 13, 10, 15, 11, 16, 17, 16, 16, 10, 6, 6, 13, 12, 9, 13, 6, 4, 16, 17, 13, 17, 0, 10, 5, 12, 17, 4, 16, 15, 12, 15, 11, 11, 17, 12, 0, 15, 5, 17, 4, 9, 11, 17, 7, 13, 6, 4, 13, 2, 5, 12, 3, 6, 6, 16, 4, 5, 5, 15, 17, 11, 13, 10, 10, 12, 11, 12, 2, 16, 4, 13, 13, 17, 4, 10, 6, 13, 4, 12, 11, 2, 5, 8, 5, 6, 10, 6, 5, 17, 8, 9, 5, 5, 16, 12, 4, 10, 6, 16, 4, 5, 9, 15, 6, 17, 4, 13, 10, 15, 17, 10, 6, 17, 4, 2, 16, 13, 0, 11, 6, 10, 10, 4, 11, 15, 16, 2, 12, 10, 2, 6, 15, 8, 15, 12, 4, 4, 13, 12, 4, 2, 15, 10, 6, 11, 16, 13, 6, 16, 11, 15, 9, 1, 5, 12, 16, 12, 15, 13, 17, 13, 3, 9, 15, 4, 12, 13, 4, 13, 15, 0
2, 0, 12, 8, 11, 11, 12, 11, 4, 11, 0, 13, 10, 13, 10, 1, 13, 4, 5, 14, 2, 11, 2, 15, 13, 13, 8, 5, 16, 13, 10, 14, 16, 15, 16, 15, 15, 10, 12, 6, 13, 12, 9, 13, 6, 4, 15, 16, 13, 16, 0, 10, 5, 12, 16, 4, 15, 8, 12, 14, 11, 11, 16, 12, 0, 14, 10, 16, 4, 9, 11, 16, 5, 6, 6, 4, 13, 2, 5, 12, 3, 6, 6, 15, 4, 5, 5, 14, 16, 16, 13, 10, 10, 12, 11, 12, 2, 15, 4, 13, 13, 16, 4, 10, 6, 11, 4, 12, 16, 2, 5, 4, 5, 13, 10, 6, 5, 6, 8, 9, 5, 5, 15, 12, 4, 10, 6, 15, 4, 5, 5, 14, 2, 16, 4, 13, 10, 12, 16, 10, 6, 16, 4, 2, 15, 13, 13, 11, 6, 10, 10, 4, 11, 8, 15, 2, 12, 10, 2, 6, 14, 4, 14, 12, 4, 4, 13, 12, 4, 2, 14, 10, 6, 11, 15, 13, 2, 15, 11, 14, 9, 1, 5, 12, 15, 12, 14, 13, 16, 13, 4, 9, 14, 4, 2, 13, 4, 13, 14, 11
