0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199
29, 105, 24, 164, 178, 178, 24, 178, 164, 36, 178, 29, 120, 169, 130, 181, 169, 17, 180, 168, 168, 36, 24, 120, 24, 169, 164, 130, 36, 29, 130, 17, 47, 120, 178, 23, 120, 36, 169, 105, 24, 17, 180, 168, 104, 164, 23, 178, 105, 36, 105, 36, 180, 17, 36, 164, 157, 17, 169, 168, 178, 89, 178, 168, 178, 24, 130, 23, 164, 180, 178, 36, 120, 178, 169, 164, 29, 24, 130, 59, 17, 29, 197, 120, 164, 130, 130, 168, 36, 36, 59, 130, 120, 24, 178, 168, 29, 120, 164, 169, 29, 178, 8, 157, 105, 105, 164, 17, 36, 169, 130, 17, 130, 29, 120, 105, 130, 178, 17, 180, 130, 157, 36, 59, 164, 120, 29, 120, 164, 130, 180, 59, 29, 178, 168, 169, 157, 168, 47, 130, 178, 36, 164, 24, 120, 29, 29, 29, 105, 130, 120, 17, 36, 17, 120, 169, 168, 157, 169, 105, 186, 164, 169, 168, 164, 164, 29, 168, 168, 169, 59, 120, 29, 178, 120, 29, 105, 157, 36, 59, 180, 161, 130, 168, 120, 168, 24, 169, 178, 169, 17, 180, 59, 164, 24, 29, 17, 29, 168, 178
4, 10, 7, 15, 18, 10, 7, 18, 15, 11, 18, 4, 11, 17, 12, 4, 4, 1, 19, 16, 16, 5, 3, 11, 3, 17, 1, 12, 5, 4, 12, 16, 18, 11, 18, 11, 2, 5, 3, 10, 3, 1, 19, 1, 10, 15, 11, 18, 10, 5, 10, 5, 19, 1, 5, 15, 13, 1, 17, 16, 18, 5, 18, 16, 18, 3, 12, 11, 15, 19, 18, 5, 11, 18, 4, 1, 17, 3, 12, 7, 1, 10, 4, 11, 15, 12, 12, 16, 5, 5, 7, 12, 11, 3, 18, 7, 4, 11, 15, 17, 4, 18, 1, 12, 10, 10, 15, 1, 5, 17, 12, 1, 12, 4, 11, 10, 12, 18, 1, 19, 12, 12, 5, 7, 15, 11, 4, 11, 15, 12, 19, 7, 4, 18, 16, 17, 13, 7, 5, 12, 18, 5, 15, 3, 11, 4, 4, 4, 10, 12, 11, 1, 5, 1, 11, 17, 16, 13, 17, 10, 7, 15, 17, 16, 4, 15, 4, 16, 1, 17, 7, 11, 4, 18, 11, 4, 10, 12, 5, 7, 19, 4, 12, 16, 11, 16, 3, 3, 18, 17, 1, 19, 7, 15, 3, 4, 1, 4, 16, 18
3, 6, 5, 10, 13, 6, 5, 13, 10, 7, 13, 3, 7, 12, 8, 3, 3, 0, 14, 11, 11, 7, 2, 7, 5, 12, 0, 8, 4, 3, 8, 0, 6, 7, 13, 7, 7, 4, 2, 6, 2, 0, 14, 11, 6, 10, 7, 13, 6, 4, 6, 4, 14, 0, 4, 10, 8, 0, 12, 11, 13, 4, 13, 11, 13, 2, 8, 7, 10, 14, 13, 4, 7, 13, 3, 0, 3, 2, 8, 5, 0, 6, 3, 7, 10, 8, 8, 11, 4, 4, 5, 8, 8, 5, 13, 5, 3, 7, 10, 12, 3, 13, 0, 8, 6, 6, 10, 0, 4, 12, 8, 0, 8, 3, 8, 6, 8, 13, 0, 14, 8, 8, 4, 5, 10, 7, 3, 8, 10, 8, 14, 5, 3, 13, 11, 12, 8, 5, 4, 8, 13, 4, 10, 2, 7, 3, 3, 3, 6, 8, 8, 0, 4, 0, 7, 12, 11, 8, 12, 6, 5, 10, 12, 11, 3, 10, 3, 11, 0, 12, 5, 7, 3, 13, 7, 3, 6, 8, 4, 5, 14, 3, 8, 11, 7, 5, 5, 3, 13, 2, 0, 14, 5, 10, 2, 3, 0, 3, 11, 13
2, 2, 1, 8, 11, 5, 1, 11, 8, 6, 11, 2, 6, 10, 7, 2, 2, 0, 5, 9, 9, 6, 1, 6, 1, 2, 0, 5, 3, 2, 7, 0, 5, 6, 11, 6, 6, 3, 1, 5, 1, 0, 12, 9, 5, 8, 6, 11, 5, 3, 5, 3, 12, 0, 3, 8, 7, 0, 1, 1, 11, 3, 11, 9, 11, 1, 7, 6, 8, 12, 11, 3, 6, 11, 2, 0, 2, 1, 5, 1, 0, 5, 2, 6, 8, 7, 5, 9, 3, 3, 1, 7, 7, 1, 11, 1, 10, 6, 8, 1, 2, 11, 0, 7, 5, 5, 8, 0, 3, 10, 5, 0, 5, 2, 7, 5, 5, 11, 0, 12, 7, 7, 3, 1, 8, 6, 2, 7, 8, 7, 12, 1, 2, 11, 9, 10, 7, 1, 3, 7, 11, 3, 8, 1, 6, 2, 2, 2, 5, 7, 7, 0, 3, 0, 6, 10, 1, 7, 10, 5, 1, 8, 10, 9, 2, 8, 2, 0, 0, 10, 1, 6, 2, 11, 6, 2, 5, 7, 11, 1, 12, 2, 7, 9, 6, 1, 1, 2, 11, 1, 0, 12, 1, 8, 1, 2, 0, 2, 1, 11
4, 2, 1, 7, 10, 4, 1, 10, 7, 5, 10, 2, 5, 9, 6, 2, 2, 0, 4, 8, 8, 5, 9, 5, 1, 2, 0, 4, 3, 2, 6, 0, 4, 5, 10, 5, 5, 3, 9, 4, 9, 0, 11, 8, 4, 7, 5, 10, 4, 3, 4, 3, 11, 0, 3, 7, 6, 0, 9, 1, 10, 3, 10, 8, 10, 9, 6, 5, 7, 11, 10, 3, 5, 10, 2, 0, 2, 9, 4, 1, 0, 4, 2, 5, 7, 6, 4, 8, 3, 3, 1, 6, 6, 1, 10, 1, 2, 5, 7, 9, 2, 10, 0, 6, 4, 4, 7, 0, 3, 9, 4, 0, 4, 2, 6, 4, 4, 10, 0, 11, 6, 6, 3, 1, 7, 5, 2, 6, 7, 6, 11, 1, 2, 10, 8, 9, 6, 1, 3, 6, 10, 3, 7, 9, 5, 2, 2, 2, 4, 6, 6, 0, 3, 0, 5, 9, 1, 6, 9, 4, 1, 7, 9, 8, 2, 7, 2, 0, 0, 9, 1, 5, 2, 10, 5, 2, 4, 6, 3, 1, 11, 2, 6, 8, 5, 1, 1, 2, 10, 9, 0, 11, 1, 7, 9, 2, 0, 2, 8, 10
2, 2, 1, 7, 10, 10, 1, 10, 7, 5, 10, 2, 6, 9, 6, 2, 2, 0, 4, 8, 8, 5, 9, 5, 1, 2, 0, 4, 3, 2, 6, 0, 4, 5, 10, 5, 5, 3, 9, 4, 9, 0, 11, 0, 4, 7, 5, 10, 4, 3, 4, 3, 11, 0, 3, 7, 6, 0, 9, 1, 10, 3, 10, 8, 10, 9, 6, 5, 7, 11, 10, 3, 5, 10, 2, 0, 9, 9, 4, 1, 0, 4, 2, 6, 7, 6, 4, 8, 3, 3, 1, 6, 6, 1, 10, 1, 2, 5, 7, 9, 2, 10, 0, 6, 4, 4, 7, 0, 3, 9, 4, 0, 4, 2, 6, 4, 4, 10, 0, 11, 6, 6, 3, 1, 7, 5, 2, 6, 7, 6, 11, 1, 2, 10, 8, 9, 6, 1, 3, 6, 10, 3, 7, 9, 5, 2, 2, 2, 4, 6, 6, 0, 3, 0, 5, 9, 1, 6, 9, 4, 1, 7, 9, 8, 2, 7, 2, 0, 0, 9, 1, 5, 2, 10, 5, 2, 4, 6, 3, 1, 11, 2, 6, 8, 5, 1, 1, 9, 10, 9, 0, 11, 1, 7, 9, 2, 0, 2, 1, 10
2, 4, 1, 7, 10, 4, 1, 10, 7, 5, 10, 2, 6, 9, 6, 2, 2, 0, 4, 8, 8, 5, 9, 5, 1, 2, 0, 4, 3, 2, 6, 0, 10, 5, 10, 5, 5, 3, 9, 4, 9, 0, 11, 8, 4, 7, 5, 10, 4, 3, 4, 3, 11, 0, 3, 7, 6, 0, 9, 1, 10, 3, 10, 8, 10, 9, 6, 5, 7, 11, 10, 3, 5, 10, 2, 0, 9, 9, 4, 1, 0, 4, 2, 6, 7, 6, 4, 8, 3, 3, 1, 6, 6, 1, 10, 1, 2, 5, 7, 9, 2, 10, 0, 6, 4, 4, 7, 0, 3, 9, 4, 0, 4, 2, 6, 4, 4, 10, 0, 11, 6, 6, 3, 1, 7, 5, 2, 6, 7, 6, 4, 1, 2, 10, 8, 9, 6, 1, 3, 6, 10, 3, 7, 9, 5, 2, 2, 2, 4, 6, 6, 0, 3, 0, 5, 9, 1, 6, 9, 4, 1, 7, 9, 1, 2, 7, 2, 0, 0, 9, 1, 5, 2, 10, 5, 2, 4, 6, 3, 1, 11, 2, 6, 8, 5, 1, 1, 9, 10, 9, 0, 11, 1, 7, 9, 2, 0, 2, 8, 10
2, 4, 1, 7, 10, 10, 1, 10, 7, 5, 10, 2, 6, 9, 6, 2, 2, 0, 4, 8, 8, 5, 9, 5, 1, 2, 0, 4, 3, 2, 6, 0, 4, 6, 10, 5, 5, 3, 9, 4, 9, 0, 11, 8, 4, 7, 5, 10, 4, 3, 4, 3, 11, 0, 3, 7, 6, 0, 9, 1, 10, 3, 10, 8, 10, 9, 6, 5, 7, 11, 10, 3, 5, 10, 2, 0, 2, 9, 4, 1, 0, 4, 2, 6, 7, 6, 4, 8, 3, 3, 1, 6, 6, 9, 10, 1, 2, 5, 7, 9, 2, 10, 0, 6, 4, 4, 7, 0, 3, 9, 4, 0, 4, 2, 6, 4, 4, 10, 0, 11, 6, 6, 3, 1, 7, 5, 2, 6, 7, 6, 11, 1, 2, 10, 8, 9, 6, 1, 3, 6, 10, 3, 7, 9, 5, 2, 2, 2, 4, 6, 6, 0, 3, 0, 5, 9, 1, 6, 9, 4, 1, 7, 9, 8, 2, 7, 2, 0, 0, 9, 1, 5, 2, 10, 5, 2, 4, 6, 3, 1, 11, 2, 6, 8, 5, 1, 1, 9, 10, 9, 0, 11, 1, 7, 9, 2, 0, 2, 8, 10
2, 4, 1, 7, 10, 10, 1, 10, 7, 5, 10, 2, 6, 9, 6, 2, 2, 0, 4, 8, 8, 5, 9, 5, 1, 2, 0, 4, 3, 2, 6, 0, 10, 6, 10, 5, 5, 3, 9, 4, 9, 0, 11, 8, 4, 7, 5, 10, 4, 3, 4, 3, 11, 0, 3, 7, 6, 0, 9, 1, 10, 3, 10, 8, 10, 9, 6, 5, 7, 11, 10, 3, 5, 10, 2, 0, 2, 9, 4, 1, 0, 4, 2, 6, 7, 6, 4, 8, 3, 3, 1, 6, 6, 1, 10, 1, 2, 5, 7, 9, 2, 10, 0, 6, 4, 4, 7, 0, 3, 9, 4, 0, 4, 2, 6, 4, 4, 10, 0, 11, 6, 6, 3, 1, 7, 6, 2, 6, 7, 6, 4, 1, 2, 10, 8, 9, 6, 1, 3, 6, 10, 3, 7, 9, 5, 2, 2, 2, 4, 6, 6, 0, 3, 0, 5, 9, 1, 6, 9, 4, 1, 7, 9, 8, 2, 7, 2, 1, 0, 9, 1, 5, 2, 10, 5, 2, 4, 6, 3, 1, 11, 2, 6, 8, 5, 1, 1, 9, 10, 9, 0, 11, 1, 7, 9, 2, 0, 2, 8, 10
8, 4, 1, 7, 10, 4, 1, 10, 7, 5, 10, 8, 6, 9, 6, 2, 8, 0, 4, 8, 8, 5, 9, 5, 1, 8, 0, 4, 3, 8, 6, 0, 4, 6, 10, 5, 5, 3, 9, 4, 9, 0, 11, 0, 4, 7, 5, 10, 4, 3, 4, 3, 11, 0, 3, 7, 6, 0, 9, 1, 10, 3, 10, 8, 10, 9, 6, 5, 7, 11, 10, 3, 5, 10, 8, 0, 8, 9, 4, 1, 0, 4, 8, 6, 7, 6, 4, 8, 3, 3, 1, 6, 6, 1, 10, 1, 8, 5, 7, 9, 8, 10, 0, 6, 4, 4, 7, 0, 3, 9, 4, 0, 4, 8, 6, 4, 4, 10, 0, 11, 6, 6, 3, 1, 7, 5, 8, 6, 7, 6, 11, 1, 8, 10, 8, 9, 6, 1, 3, 6, 10, 3, 7, 9, 5, 8, 8, 8, 4, 6, 6, 0, 3, 0, 5, 9, 1, 6, 9, 4, 1, 7, 9, 1, 2, 7, 8, 0, 0, 9, 1, 5, 8, 10, 5, 8, 4, 6, 3, 1, 11, 2, 6, 8, 5, 1, 1, 9, 10, 9, 0, 11, 1, 7, 9, 8, 0, 8, 8, 10
